"GSM712478"	"GSM712479"	"GSM712480"	"GSM712481"	"GSM712482"	"GSM712483"	"GSM712484"	"GSM712485"	"GSM712486"	"GSM712487"	"GSM712488"	"GSM712489"	"GSM712490"	"GSM712491"	"GSM712492"	"GSM712493"	"GSM712494"	"GSM712495"	"GSM712496"	"GSM712497"	"GSM712498"	"GSM712499"	"GSM712500"	"GSM712501"	"GSM712502"	"GSM712503"	"GSM712504"	"GSM712505"	"GSM712506"	"GSM712507"
"AC092155.4///BC038779"	5.6125	5.0941	4.492	2.75	3.9582	3.16	5.7168	2.0527	2.0367	6.486	4.3575	6.8138	6.2618	6.71	4.8545	6.733	4.5756	6.3704	3.1485	4.1288	3.6581	2.19	5.8906	3.3142	4.5884	2.8335	5.6151	6.7339	7.9031	6.584
"AC092620.2"	6.3914	7.3708	5.805	5.9543	4.1641	1.6408	6.6355	5.7277	4.4866	5.1893	8.016	7.4475	7.5216	8.0794	7.3986	8.0286	7.314	7.8903	7.2307	8.1576	7.2769	6.7941	8.1012	7.7697	7.2872	7.6535	6.9005	7.6827	6.8402	7.012
"AC092660.1"	8.2422	8.6171	7.8706	7.4779	7.4891	7.6133	3.6695	7.9938	7.3032	7.5483	7.8191	8.3874	8.3006	7.5836	7.0794	7.9953	7.8446	5.6316	8.3391	8.1269	8.223	7.0797	7.8709	8.387	8.575	7.3509	7.3134	8.0995	6.5776	8.4024
"AC092667.2"	3.1373	7.1057	4.2567	5.412	3.016	2.0075	4.1631	3.0271	3.5393	4.6022	4.0877	6.3022	3.765	4.4969	5.3936	4.7583	3.7309	5.0707	4.3543	3.8227	6.3618	5.2487	5.8129	1.9206	5.8835	5.8206	5.3501	4.5867	3.6164	7.4226
"AC099684.1///BC040634"	3.3722	3.2616	1.32	1.6164	2.9916	6.2513	4.5816	2.4703	3.3426	1.2785	0.8692	3.6183	1.0844	2.8128	5.6794	5.618	2.3002	4.3698	2.8135	3.2594	4.6643	0.6245	2.3823	5.476	2.0896	4.2212	7.1121	6.8434	6.42	6.0881
"AC099850.1///BC017255"	4.602	5.4215	3.7084	7.05	7.1932	6.0068	7.8293	6.6038	5.8343	7.3954	6.5448	7.3839	4.8436	5.9455	5.3496	6.8793	5.4529	7.1339	7.4516	7.2521	7.3251	6.8734	6.9331	7.2903	6.4187	7.5884	7.5744	8.0411	6.0069	7.4624
"AC100830.4"	6.5797	7.8122	6.4766	6.2731	7.336	7.6071	7.6711	7.9046	5.5393	4.5643	7.326	7.7	8.0015	7.9089	7.587	7.8085	6.8441	7.8428	7.2926	7.4659	8.0206	7.4806	7.1101	7.55	7.4328	7.9734	8.2321	7.0454	7.1777	7.0931
"AC104667.3"	5.5011	4.3983	4.3532	4.8637	4.9368	4.6976	5.2893	5.63	4.3111	4.3978	6.4878	4.728	3.6616	4.5167	3.7794	6.0707	4.0867	5.1857	6.2007	4.8481	4.9238	4.2992	4.0748	4.4278	4.2428	4.6808	4.5179	5.1904	6.6138	5.4742
"AC106801.1"	9.2157	7.9996	8.2608	8.4206	7.9861	7.6882	9.0979	10.1176	9.1204	8.2024	8.1449	7.8864	7.4722	7.7066	8.304	7.3664	6.9618	8.4621	8.0651	8.012	8.3122	6.1352	7.744	7.9455	7.7163	8.4209	8.7059	8.8191	8.8632	8.2192
"AC108056.1"	3.692	2.7204	4.3826	2.477	2.631	4.5851	1.97	6.479	2.5841	2.5553	5.9774	3.8334	2.121	4.3989	6.1478	5.6371	2.3257	6.9989	4.2521	5.9132	6.6103	6.4289	5.6918	6.8587	4.7059	6.7769	6.9154	4.9763	7.3666	5.1955
"AC114730.11"	5.5879	5.2092	2.684	5.0068	5.5131	3.6983	4.2564	3.7553	4.1241	4.6443	3.631	4.1035	4.3552	2.8273	4.0357	3.1575	3.366	4.624	4.556	3.6748	6.0622	4.148	5.1789	3.5284	4.588	3.4402	5.2059	7.2492	4.9206	5.174
"AC114752.3"	6.9972	3.9121	5.3271	3.4595	6.0722	7.3173	7.3275	4.8677	5.1458	4.6269	3.3512	4.9118	4.1348	6.048	3.9707	2.8204	1.2441	4.2642	4.1885	6.8929	6.8051	3.4883	2.6124	5.8816	6.7218	3.4107	6.8952	6.3734	5.953	3.6919
"AC124997.1"	6.1776	6.2168	2.0744	3.8844	2.4222	6.1526	2.9062	5.9793	4.5449	5.2629	1.5811	4.0438	6.1924	4.0296	5.0301	3.9673	5.626	5.8665	4.8713	6.6243	4.4585	1.136	4.909	2.4649	5.6388	6.3316	2.4733	5.8374	1.4107	6.3201
"AC139100.2///PARD6G-AS1"	5.7159	7.7034	4.3573	5.4991	3.8168	4.4456	4.4186	4.4335	6.1437	4.8206	5.1049	6.1929	4.0758	4.6481	6.3882	5.5936	4.9287	7.3962	4.5485	5.2144	4.7902	4.3112	4.6664	4.7006	3.3577	4.8791	4.9563	6.5688	5.2769	5.0955
"AC139100.3"	2.8057	2.9927	2.7499	5.0477	2.8623	3.2974	3.8651	2.9559	2.5451	3.7379	1.9633	2.4871	1.7626	2.2872	3.7713	3.9293	2.2727	4.3909	2.283	2.9503	4.5187	2.5184	3.8377	3.5087	3.0219	3.7294	6.2803	3.8997	2.3979	4.4161
"AC141928.1"	6.9904	6.1672	5.7189	5.9054	5.7394	5.6897	6.181	6.0956	5.2215	5.4224	6.4584	6.4278	5.699	5.8955	6.6542	5.6985	6.3298	5.9973	7.1624	6.0025	6.4289	5.2988	5.1532	5.0213	6.9406	6.4127	7.0593	5.7187	5.4658	7.0664
"AC144652.1"	6.7186	6.0275	7.5779	7.8133	4.3792	7.2884	6.2209	8.1957	4.4508	5.9281	5.9875	6.9515	5.3579	6.7232	7.637	6.0059	7.3231	5.31	7.7995	7.4318	8.7361	7.4715	8.1141	5.964	7.1472	7.287	8.0843	6.2551	7.7515	6.5844
"AC145343.2"	7.8133	6.6593	4.5915	7.1862	5.2702	7.7011	6.7693	7.6319	4.151	7.37	5.8327	6.8184	4.6416	6.8829	6.8213	6.5349	6.7977	7.0544	5.2147	6.9207	8.27	2.9413	3.676	7.5222	6.357	7.2335	8.4498	8.3932	5.4844	8.2587
"ACAD11///NPHP3///NPHP3-ACAD11"	8.6051	7.6565	6.7433	7.7935	7.6296	6.2321	8.1605	8.2805	6.9001	8.4698	8.5355	7.928	8.0263	7.7608	7.7119	8.969	7.2167	8.1312	8.6535	8.4256	9.0884	8.1474	8.0188	7.8012	7.9204	8.1786	9.0385	8.9929	8.8743	8.5551
"ACBD5"	8.747	9.3384	9.1653	9.3447	9.5898	9.7283	9.041	9.1252	10.0505	9.2977	9.1299	8.8253	8.7488	8.8215	9.1643	8.9036	9.0415	9.153	9.1986	9.1348	9.1736	9.2281	9.0241	9.0709	8.6093	9.344	8.5395	9.4458	8.9872	8.9764
"ACKR2"	5.6581	3.3117	3.5828	4.7107	3.5106	4.0573	5.3411	3.9806	2.4738	5.0308	5.6279	4.0627	6.523	4.1325	6.239	5.8684	5.6339	5.4799	3.2054	5.7921	6.6176	3.6986	2.2954	4.5638	3.204	6.7137	6.9598	7.228	4.7804	5.1171
"ACTA2-AS1"	4.5488	6.3572	6.127	7.104	6.1151	5.8472	7.5682	6.5864	5.7182	3.7622	2.9502	6.4631	5.1869	4.8355	6.9786	5.621	7.0079	6.2262	6.4332	6.2257	7.1987	4.5218	3.6789	4.6298	6.264	5.2778	7.4554	5.0812	7.1099	3.3086
"ACVR2B-AS1"	8.9049	7.8835	7.7337	7.5303	7.491	8.3531	8.7183	6.6387	6.2132	7.1563	6.7989	7.2664	7.9776	7.437	8.9124	6.3938	7.1815	8.3469	6.8492	8.1893	7.1194	6.6649	7.7581	7.1699	6.083	7.8486	8.5676	7.2763	8.7222	7.9536
"ADAMTS9-AS2"	6.7454	7.3217	5.753	7.0394	4.267	5.4303	3.9639	5.5175	5.4274	3.7814	4.2265	6.0434	4.2636	5.1128	6.6384	4.4494	3.2154	4.5929	3.8183	7.129	4.93	5.2786	5.92	4.4657	5.5004	6.3023	6.3705	6.3611	5.2012	3.9979
"ADARB2-AS1"	9.4387	8.7497	8.4812	8.4384	7.8027	7.5864	9.0444	7.9292	7.1128	7.5985	8.7293	8.6694	8.5451	9.0002	8.9399	8.2894	8.133	9.2771	8.8599	8.6799	8.7161	7.1794	8.5524	8.6734	8.5839	9.1386	9.5817	8.8682	9.2215	7.8584
"ADD3-AS1"	7.0306	5.8846	3.8999	6.5573	5.8664	5.1825	5.8462	6.0999	6.3372	4.6918	4.2682	5.3693	6.0731	5.8903	5.8088	5.2672	4.6964	5.7845	6.4072	6.4809	4.7669	5.9758	4.7752	6.0703	4.5631	5.7395	5.381	6.4867	5.4471	6.3647
"ADIRF-AS1"	9.1941	6.6939	7.5305	7.935	7.5747	7.6086	8.3718	5.7268	6.5893	8.2751	7.5048	8.2187	8.2009	8.4834	8.2874	7.4203	7.6149	8.4899	8.0783	8.2322	7.8145	7.1942	7.4531	8.105	7.7253	8.0295	8.8969	8.1929	7.8383	8.9651
"ADORA2A-AS1"	5.7519	4.2373	3.7557	5.5866	5.1061	4.7144	5.1575	6.6296	4.0221	5.1416	3.4096	4.0659	5.1841	3.9688	3.9077	3.2037	3.3094	3.7151	5.5987	5.015	3.9133	3.1984	4.6653	2.787	4.7447	3.738	4.1467	5.5427	4.9668	5.2972
"ADORA2A///SPECC1L-ADORA2A"	9.826	9.8927	10.3781	10.9132	9.9664	10.2443	10.519	10.3724	10.3873	10.4713	10.6373	10.5211	10.2068	10.2341	10.1573	9.989	10.0616	10.2264	10.4997	9.742	10.0173	10.1301	9.879	10.1935	9.8379	10.2904	10.2072	10.6667	10.4276	9.973
"AF001548.5"	6.6499	8.4119	8.52	6.669	8.9987	9.0002	7.2204	8.8271	6.4794	8.1249	9.362	9.1155	9.5259	8.8396	9.0436	9.514	8.8581	9.426	9.1192	8.4991	9.7357	9.812	8.7837	8.6169	8.7851	8.7692	4.7649	9.0496	8.6786	9.005
"AF067845.1"	6.9187	3.724	4.4193	5.0636	6.6405	1.3575	6.075	3.3856	6.132	4.545	1.4288	4.8441	4.2533	5.8842	4.653	2.3214	1.0694	4.191	2.6449	5.0559	6.0484	6.5116	5.8596	5.7158	6.429	6.7355	6.3627	3.4454	4.5383	3.6179
"AF086102///RP5-994D16.3"	7.412	4.7738	6.4246	3.701	4.3332	4.9841	2.8058	5.037	6.2322	5.3263	6.5297	4.4239	4.2738	4.5698	4.2334	2.7341	5.762	5.9361	4.5731	4.668	6.0472	5.176	3.9706	4.3161	6.4601	6.8636	7.3098	5.904	5.2494	4.9458
"AF086125///RP11-61A14.1"	2.8475	4.0921	5.2007	3.5815	4.6116	4.054	4.5492	3.8455	3.8453	2.859	6.9985	4.4282	4.8683	4.0898	3.2709	4.8804	2.5554	5.6813	2.8837	2.624	2.5681	2.5564	2.801	6.5924	5.0573	3.1551	3.1133	4.3297	3.178	5.208
"AF086154///RP11-432J24.5"	6.9128	6.6879	2.1385	6.8344	6.2053	3.1122	6.9046	7.7358	3.0642	4.1312	5.9308	6.2137	6.1817	4.1852	7.3901	6.5944	6.1706	7.1739	6.1916	7.1761	6.176	5.1894	5.9921	6.3514	3.509	8.0471	6.9657	5.9985	7.3843	7.9134
"AF086219///CTD-2647L4.1"	3.7433	7.1913	6.2343	3.7045	6.8714	5.5543	3.8719	4.478	3.9251	4.8024	5.1314	2.7185	2.8654	3.3176	7.5878	5.1012	3.4521	5.1935	5.8681	7.915	4.9165	5.3051	5.0476	5.5696	5.0882	7.931	6.6091	5.0776	5.16	2.8248
"AF086288///RP11-768F21.1"	5.0247	3.5443	6.9836	4.91	5.2518	6.2978	8.1745	4.6071	3.9118	5.7325	6.8209	5.1452	6.4647	3.4575	5.6517	4.46	6.3398	7.142	6.0477	4.0684	5.3403	4.4793	4.6307	6.7073	5.6536	5.1402	7.8558	7.993	4.752	4.8673
"AF086294///RP11-485M7.3"	6.3667	4.5657	7.2941	3.5439	6.0404	4.6905	7.5428	3.8798	3.8062	5.5131	3.4185	5.6422	6.5061	4.7301	3.283	5.7412	2.096	3.7121	3.8827	4.3488	4.0146	5.3182	2.8557	2.896	3.4697	4.5378	6.039	4.7232	4.731	5.282
"AF131215.3///C8orf15"	8.7787	8.4204	6.6685	6.2681	5.0322	4.8836	7.1976	6.4294	3.3364	6.76	7.694	7.7899	7.9289	7.6994	8.1553	5.2428	7.5002	8.4933	8.004	8.7242	8.1955	6.8901	8.4865	8.1364	7.7994	5.0378	5.3438	8.1634	8.0151	7.6841
"AF131215.4"	9.3489	7.5838	6.5583	6.5021	5.8131	5.4356	4.5299	7.9257	6.8628	7.354	7.7139	7.9749	9.1587	8.3881	8.7838	7.0552	8.0166	8.3281	8.5841	9.2854	5.8574	8.1913	9.0482	8.4487	8.9418	4.7046	8.5076	8.0273	7.7898	9.0233
"AF131215.8"	3.8171	4.6797	3.2886	5.5156	5.9609	3.5704	4.4459	6.0239	5.0506	2.1451	5.756	5.9391	3.7282	6.7813	2.9789	5.919	6.4178	6.7632	6.0378	6.1306	7.317	6.0273	6.2074	6.3635	6.4006	6.0913	6.5757	5.5982	6.4483	6.5224
"AF186192.1"	5.1925	5.322	7.2608	5.3582	3.9827	6.3799	5.0961	5.2795	4.4878	4.9953	4.411	4.4111	7.331	3.7352	4.2256	3.5513	4.6542	6.1826	5.265	5.132	5.3972	3.917	6.2284	3.175	4.3305	4.1507	5.8341	5.1417	5.8952	4.892
"AF213884.2"	9.5513	8.6605	8.1717	7.5294	5.5191	8.6937	7.273	5.8501	7.8478	8.274	8.2411	9.207	8.2303	7.3087	8.4136	8.6431	4.0768	8.3834	5.7311	8.7378	8.6845	8.3637	7.7255	8.3068	5.963	8.5931	8.1663	9.5124	5.7472	8.867
"AFAP1-AS1"	5.7592	4.6789	4.3988	5.3692	4.5212	4.5144	5.2759	5.4166	3.6364	4.4071	5.1725	5.0656	4.9821	5.0586	5.4618	5.0634	4.6169	4.8088	4.9534	5.1358	5.3758	3.8828	5.1502	5.3937	4.3118	5.5711	5.7449	5.8417	5.902	4.9023
"AGAP11"	6.872	5.8825	4.3797	6.0308	4.8148	5.212	7.7295	6.8392	4.3491	6.6061	4.4343	7.1364	6.3518	6.2231	7.0346	7.0429	7.0804	7.3155	6.0843	6.7162	7.2643	5.8056	7.2811	6.8822	7.1975	6.2537	7.9868	6.8831	6.4823	6.0637
"AGAP11///AGAP4///AGAP6///AGAP7P///CTGLF12P///LOC101060581"	10.0215	10.1659	9.8639	9.4779	9.5458	9.3479	9.7028	10.1534	8.9191	10.0155	10.677	10.9633	10.5243	10.8446	11.2398	10.7543	10.6651	10.7335	10.7817	10.4441	11.0162	10.407	10.4399	11.2034	10.4588	10.9803	10.3701	10.7752	10.6325	10.7283
"AGAP2-AS1"	4.7467	5.5021	3.7264	5.8123	5.3164	4.5	5.546	5.193	2.9925	6.5192	3.8764	5.0064	4.4817	4.1424	4.0792	4.2596	3.343	5.4845	5.5186	4.7208	5.7331	4.756	3.7733	4.2536	3.9478	4.3289	7.3597	6.9423	6.1172	5.6307
"AGAP6"	5.4918	5.9659	6.0114	6.0896	0.7857	4.426	6.1561	5.0451	5.5258	5.69	5.981	5.9525	4.939	5.194	5.5239	4.6386	4.2496	2.6227	5.9303	3.4927	6.6348	2.9108	2.4854	4.8177	5.1854	6.0183	1.8411	7.4649	3.8912	3.3478
"AGPAT4-IT1"	8.9927	9.2074	8.5553	7.716	9.0078	8.2451	8.3891	8.2173	7.9934	8.429	9.2515	8.6263	8.196	8.5217	8.9016	8.2134	8.392	8.6808	8.4146	8.292	8.8554	8.0394	8.5827	8.8371	9.0921	8.2306	8.8122	9.0733	9.3962	8.7388
"AK022793///BC043213///CTB-175P5.4"	4.4304	5.826	5.5744	4.7783	6.1381	5.3711	4.8473	5.2208	3.8638	4.6482	6.0243	6.088	3.2327	6.1561	5.9765	6.6375	5.4359	6.7628	5.2084	7.9911	6.8358	6.0723	6.0469	6.3281	5.8244	6.1048	4.4829	6.9851	7.6313	5.2198
"AK024119///CTC-378H22.2"	8.8438	7.8463	5.7862	8.4325	6.6508	8.1676	7.3996	7.1564	7.418	7.6096	7.6973	6.6041	7.4472	7.6198	8.3094	7.9379	7.8224	9.2071	7.613	6.699	8.9988	7.7861	7.3928	6.9906	6.5836	6.9602	7.3728	8.1838	8.8612	8.1848
"AK024242///RP11-758M4.4"	4.4192	6.7341	2.5184	7.1555	1.7622	6.0282	3.5713	6.2109	1.0546	2.823	5.1769	1.1614	3.9478	4.2016	2.2624	2.1109	2.6492	4.6104	5.2985	5.7133	6.8628	4.5475	1.9892	2.323	4.437	5.9643	5.0624	3.6959	7.364	3.6936
"AK054708///RP11-547D24.1"	5.0247	3.8677	3.964	3.8547	3.5195	3.8996	3.8311	3.3117	2.9036	3.8097	3.0175	4.1307	3.6916	3.1536	4.5816	3.1531	3.3647	3.1176	2.899	4.9086	4.2716	3.1803	2.6046	3.4468	2.9938	4.0871	4.3229	4.9551	4.5916	3.7046
"AK055055///RP11-752D24.2"	5.7648	7.7519	4.6114	7.7227	6.2766	6.6559	7.2038	6.9002	5.2825	7.0272	6.174	5.7239	6.9873	5.8022	7.4256	6.0884	6.8697	7.6202	3.893	8.2123	8.0226	5.1695	6.5758	6.9602	7.4381	6.8673	5.9942	8.2289	7.1011	8.5133
"AK055981///RP11-617F23.1"	8.5864	8.1098	5.1968	4.9502	7.3243	7.483	6.0106	7.6252	5.0129	7.7296	8.1769	7.9226	8.4687	8.5917	8.2342	7.7495	8.3053	7.9253	8.2915	7.7064	8.0723	8.4684	8.4701	8.4128	8.6988	8.5903	7.9291	8.658	8.7504	8.5864
"AK057554///RP11-144L1.4"	6.7319	6.3835	3.7168	4.5263	4.7541	5.3439	5.0244	3.9781	6.3618	4.1593	5.0312	2.5922	3.8949	4.1552	2.6584	3.8643	4.3502	2.5788	5.6008	5.844	4.6754	3.7007	5.4878	3.592	3.2005	5.2613	6.5239	5.1971	3.5371	6.2268
"AK093301///RP11-862G15.1"	7.7395	6.6553	5.3909	6.4084	5.8484	4.447	5.7995	4.5315	5.1145	4.6781	5.0328	4.9423	4.3892	5.6211	6.6715	5.9578	5.1524	6.5391	5.9923	6.3522	6.2683	6.0501	6.5694	6.1564	5.9398	5.1186	4.8573	7.6719	5.9958	6.4154
"AK093356///RP11-10L12.4"	6.9088	4.9868	8.2202	7.4529	6.1792	7.721	7.7367	8.09	8.8148	7.8056	7.2322	7.2537	5.9683	7.2126	6.6037	6.4785	6.5747	5.8028	7.5018	5.4396	6.6687	7.2537	4.8317	7.1606	6.593	7.2641	7.1438	7.9423	5.0533	8.0535
"AK093362///RP11-774D14.1"	6.7411	1.9371	4.9267	4.7334	2.8591	3.5092	5.6877	2.628	1.5736	5.2163	5.0482	5.2401	2.5735	5.212	4.3208	4.1868	5.8699	2.8271	5.0363	7.4046	1.9949	5.0379	3.0857	2.2278	3.8919	2.3994	3.0737	5.4812	3.3608	3.0673
"AK093370///CTD-3046C4.1"	4.2886	4.0511	5.6987	7.2699	3.5931	7.5406	2.8754	6.0123	5.9942	4.2917	3.9034	5.7516	3.0281	5.4817	6.94	3.9664	5.4242	4.3028	7.2795	7.2431	6.8038	5.029	1.5674	6.5713	6.5494	4.5428	6.2726	6.2914	4.1079	6.2648
"AK094733///RP11-114G22.1"	3.2228	6.8509	6.4481	1.9764	4.5779	4.7247	7.2152	5.7548	4.0826	5.5806	6.1852	3.5276	5.3506	5.7175	6.0769	6.1393	3.3739	6.168	6.3757	5.9531	6.2818	5.3708	4.9224	6.6853	6.3775	6.3061	6.4393	5.1261	4.0409	5.0946
"AK096335///AP000662.4"	2.3724	3.7544	5.8073	3.4366	5.7039	5.3496	6.4929	3.0796	3.9913	4.7712	4.2667	3.4878	6.274	2.9862	4.0213	4.9684	2.2146	6.1707	6.558	6.8541	5.6866	3.2864	1.7365	6.882	5.1465	3.2936	4.47	6.4776	3.4904	6.1357
"AK097119///RP11-73M18.6"	8.0364	7.7848	6.2199	7.6063	7.7185	6.3751	6.1479	4.8371	7.2574	6.7536	7.1986	7.0432	7.7138	7.5003	7.9716	4.4289	6.9294	7.4362	6.7639	8.0344	6.7195	7.1264	7.2752	7.9971	8.3594	6.9577	7.2918	7.1705	4.9228	6.2753
"AK097242///CTB-127C13.1"	3.7999	3.6579	3.1703	4.4429	1.339	6.3437	5.7358	6.1546	2.3074	3.0077	2.2472	4.1382	6.4988	2.5067	6.2442	3.7393	6.6198	4.7925	5.955	3.0268	3.4176	4.1348	3.7907	3.7948	5.4262	3.2947	2.6239	4.6626	6.4202	5.4519
"AK097836///RP5-971N18.3"	8.1465	6.1631	6.5647	6.6369	5.6106	3.8744	5.8034	4.1252	5.3737	3.863	6.5396	5.2387	4.9351	2.0027	5.9045	6.7708	2.7921	6.0314	5.5747	7.3717	5.4864	4.6692	5.7403	2.9351	3.9792	7.366	3.7128	7.2184	6.9306	6.8511
"AK123826///RP11-510M2.2"	8.739	7.6336	8.1876	8.9073	8.4571	8.578	8.2707	8.6909	6.7902	8.4677	8.8448	8.4549	8.4357	8.5183	8.559	7.5839	8.1958	8.6148	8.1774	8.8638	8.9477	7.1385	7.955	8.1172	8.6329	8.8388	8.0422	8.8113	8.399	9.5592
"AK125860///RP11-582J16.4"	5.0706	6.8603	6.7326	6.6201	4.15	6.0082	4.5042	7.6198	5.7787	6.8145	5.2018	3.573	3.4113	6.5484	7.1653	6.1677	3.5115	6.944	7.0602	3.92	6.1763	2.7561	4.6002	7.8083	7.5809	7.4158	4.3398	6.2555	6.4607	6.966
"AL022341.3"	4.0147	6.5304	4.1939	7.4729	4.1219	5.9377	6.2763	4.6756	3.7358	4.9476	3.3897	5.3039	5.8429	6.7821	5.05	4.759	3.7233	5.1266	3.3963	5.6847	7.4438	4.6505	3.8254	4.8523	4.1912	6.0971	5.007	5.8289	5.0799	9.0689
"AL022344.5"	7.6615	6.8531	6.8447	5.9171	5.6332	6.2988	5.9911	6.0842	3.2674	6.8085	6.8821	7.164	7.046	7.4273	7.13	3.9032	6.5832	6.4877	4.9627	7.3136	5.5959	6.0013	6.3387	6.6624	6.8168	6.7665	7.2696	7.6258	7.0916	7.511
"AL110181///RP11-390E23.6"	6.0426	8.1837	7.609	5.4667	5.1634	7.7939	8.1853	6.6803	5.3631	6.48	6.9512	6.5627	5.4844	6.3411	5.562	7.5291	7.2691	7.4419	6.1931	6.2573	8.4606	6.4563	5.0021	5.7492	7.033	7.7412	6.0942	7.1367	7.5281	7.7358
"AL133493.2"	4.4305	7.3047	4.9917	3.432	2.6273	5.6333	6.6324	3.469	5.7166	5.6736	4.559	5.1492	4.9926	5.5473	5.2196	4.8759	5.7845	5.0157	6.4043	6.0083	6.998	4.6695	0.3077	5.1236	4.841	5.0951	6.7013	6.6662	5.0148	5.7912
"AL831948///RP1-197B17.3"	5.1572	5.4883	4.3872	4.8427	4.1716	4.6489	4.6279	6.2071	4.0227	5.191	5.1373	5.8577	7.1299	3.8075	4.3387	6.8139	4.2492	6.5186	7.6558	5.7647	3.9956	3.9453	4.3607	3.8623	4.4835	3.9075	5.8607	5.9714	7.2375	6.2251
"ALDH1A3"	4.6852	5.5575	5.2416	4.0516	5.9267	2.886	7.4395	5.6718	5.5276	2.5636	3.5278	4.1852	5.8581	1.7762	2.8548	3.0599	2.2854	4.192	5.208	5.4219	6.6303	3.7636	5.6832	6.7645	6.3964	4.9429	5.7328	3.0556	6.6753	5.4326
"ALDH1L1-AS2"	5.4788	4.9332	5.721	7.8889	6.6464	4.2442	5.2821	4.9853	5.9903	6.5745	6.1241	7.1396	4.6351	7.6486	8.0081	3.3216	6.807	5.1829	6.8753	8.1075	7.5724	6.7778	6.6112	7.4669	6.5562	5.9534	7.7927	7.4125	8.1602	7.1234
"ALKBH3-AS1"	7.2272	5.5646	4.6324	5.3058	3.7425	5.8305	5.2938	5.8989	3.2313	5.6361	5.3402	6.3514	4.836	7.0075	6.4289	5.7487	4.6558	5.9016	4.5645	6.1019	5.1103	4.2344	5.2302	6.1267	6.9603	7.0658	6.8132	5.9634	6.9218	7.5383
"ALMS1-IT1"	5.7899	4.7846	6.338	6.3066	5.9187	1.5435	6.0901	6.1041	6.2093	6.2521	6.3305	6.5237	6.2746	5.7693	6.7273	7.2349	5.0187	5.686	6.6902	5.4601	7.2314	5.7939	6.6471	6.0676	6.2261	6.2798	7.0106	7.088	7.4264	6.9146
"AMACR///C1QTNF3-AMACR"	6.8931	7.2989	7.3053	7.0614	8.6278	7.751	7.6042	6.551	7.7473	8.4308	7.3583	7.9927	7.8577	8.1667	7.908	7.7156	6.7737	7.3072	7.6003	7.5675	8.6388	7.8505	7.8615	8.1161	7.5229	8.0435	7.9514	7.3644	8.0542	7.9976
"ANKRD30BP3"	4.0713	7.348	5.8662	7.1564	6.7071	7.4861	7.9918	7.2116	3.6856	6.8996	6.8327	6.0713	6.2866	6.7118	7.017	3.3959	2.9911	6.7092	7.3519	7.7677	6.3697	6.5102	6.9849	6.2184	6.7409	6.6877	7.0745	7.3522	8.0623	6.797
"ANKRD44-IT1"	7.4329	6.6899	5.8613	7.2259	5.7006	6.2374	6.2124	6.3133	2.5224	3.5743	6.2307	7.2281	7.0246	6.6809	6.2314	5.7743	6.5791	7.0508	6.6156	7.3188	6.9169	5.9248	7.3311	4.7796	8.2365	3.2626	6.1871	4.7859	7.5785	7.0281
"ANP32A-IT1"	9.0775	8.8989	9.1164	8.5083	10.4923	8.7193	8.2798	9.3177	6.5149	8.6475	9.0251	9.3123	8.7358	9.0316	9.5503	8.4793	8.619	9.5467	8.7092	9.0094	7.9997	8.7319	8.2603	7.8229	9.2772	7.8243	9.0354	8.7081	8.5932	9.2538
"AP000230.1"	5.3888	6.1944	4.2527	6.258	6.2102	4.7395	7.536	7.6658	7.3309	6.1395	6.7671	5.4767	5.3032	6.744	7.3054	5.2922	6.3239	7.0579	6.9085	7.734	6.6891	4.8776	7.4134	7.5816	6.2212	7.874	6.5618	4.1191	6.2326	7.642
"AP000253.1"	5.8154	7.4383	7.177	4.0914	5.1996	3.1861	6.0589	7.0438	4.295	5.5026	2.8311	6.2073	5.9538	5.0788	5.8994	5.4872	5.2504	3.4297	2.2539	4.0167	7.5206	5.2994	3.5317	6.1466	3.7314	3.3771	5.0155	5.7397	6.9236	6.754
"AP000265.1"	6.2775	3.1496	6.0617	7.2923	2.8053	4.6943	6.8438	4.1098	5.7717	5.0264	6.0294	4.1862	5.6519	5.1536	6.4489	1.1463	2.2104	6.7745	3.6954	4.2683	6.7081	6.1429	6.9919	7.0842	2.8717	7.7229	5.5024	6.3612	7.1229	6.5929
"AP000266.7///BC034802///LOC100128198"	6.2599	2.7998	4.7916	6.4071	4.4857	6.4182	5.9994	6.6785	7.0774	3.9973	6.6138	6.8755	7.0081	4.9977	6.6899	6.672	3.6577	5.8661	4.6534	7.2794	6.8555	5.9744	6.2094	7.0932	6.4107	7.2122	6.6349	7.3902	4.5418	6.1485
"AP000462.1"	6.145	4.1443	4.2105	6.4513	4.4862	4.4877	5.8825	6.0589	4.2012	4.9962	5.0475	5.1041	6.884	5.2071	5.7099	6.2418	4.475	5.5738	6.1901	5.3068	5.2573	5.1652	4.6797	5.4358	5.4396	6.1382	5.1038	5.7292	4.3004	7.5418
"AP000525.9"	8.3899	8.266	7.2617	6.7108	7.5891	6.9217	4.826	7.8361	7.1255	4.933	5.7948	8.3404	3.9882	7.6429	9.3116	7.6925	6.4599	7.9708	7.0795	8.0847	7.1733	4.4916	7.5775	7.9733	5.7826	7.3634	7.9932	6.1677	9.0253	8.8371
