"ID" "GSM2500349"	"GSM2500350"	"GSM2500351"	"GSM2500352"	"GSM2500353"	"GSM2500354"	"GSM2500355"	"GSM2500356"	"GSM2500357"	"GSM2500358"	"GSM2500359"	"GSM2500360"	"GSM2500361"	"GSM2500362"	"GSM2500363"	"GSM2500364"	"GSM2500365"	"GSM2500366"	"GSM2500367"	"GSM2500368"	"GSM2500369"	"GSM2500370"	"GSM2500371"	"GSM2500372"	"GSM2500373"	"GSM2500374"	"GSM2500375"	"GSM2500376"	"GSM2500377"	"GSM2500378"	"GSM2500379"	"GSM2500380"	"GSM2500381"	"GSM2500382"	"GSM2500383"	"GSM2500384"	"GSM2500385"	"GSM2500386"	"GSM2500387"	"GSM2500388"	"GSM2500389"	"GSM2500390"	"GSM2500391"	"GSM2500392"	"GSM2500393"	"GSM2500394"	"GSM2500395"	"GSM2500396"	"GSM2500397"	"GSM2500398"	"GSM2500399"	"GSM2500400"	"GSM2500401"	"GSM2500402"	"GSM2500403"	"GSM2500404"	"GSM2500405"	"GSM2500406"	"GSM2500407"	"GSM2500408"	"GSM2500409"	"GSM2500410"	"GSM2500411"	"GSM2500412"	"GSM2500413"	"GSM2500414"	"GSM2500415"	"GSM2500416"	"GSM2500417"	"GSM2500418"	"GSM2500419"	"GSM2500420"	"GSM2500421"	"GSM2500422"	"GSM2500423"	"GSM2500424"	"GSM2500425"	"GSM2500426"	"GSM2500427"	"GSM2500428"	"GSM2500429"	"GSM2500430"	"GSM2500431"	"GSM2500432"	"GSM2500433"	"GSM2500434"	"GSM2500435"	"GSM2500436"	"GSM2500437"	"GSM2500438"	"GSM2500439"	"GSM2500440"	"GSM2500441"	"GSM2500442"	"GSM2500443"	"GSM2500444"	"GSM2500445"	"GSM2500446"	"GSM2500447"	"GSM2500448"	"GSM2500449"	"GSM2500450"	"GSM2500451"	"GSM2500452"	"GSM2500453"	"GSM2500454"	"GSM2500455"	"GSM2500456"	"GSM2500457"	"GSM2500458"	"GSM2500459"	"GSM2500460"	"GSM2500461"	"GSM2500462"	"GSM2500463"	"GSM2500464"	"GSM2500465"	"GSM2500466"	"GSM2500467"	"GSM2500468"	"GSM2500469"	"GSM2500470"	"GSM2500471"	"GSM2500472"
"LOC100506119"	4.7183	4.8305	4.0134	5.2482	4.4976	4.7792	4.0906	5.0764	4.7166	4.0078	5.5366	4.9202	4.7706	5.0449	4.8379	4.6268	5.2879	4.7547	5.1548	5.2322	5.195	4.6326	5.3313	5.9395	5.4797	5.9842	5.6308	5.2921	4.8741	5.8516	5.0886	5.9051	5.6302	5.9872	5.7022	5.8303	6.2252	6.3733	5.9306	5.8737	5.5198	5.1898	4.8954	4.9926	6.3667	6.0936	4.5941	5.9966	5.2975	5.3834	6.0537	6.6132	5.7584	5.9812	5.4283	5.4319	5.6244	6.4258	4.4943	5.8123	5.0442	6.6824	6.3362	5.2422	5.6193	6.0018	5.2872	4.8567	6.3498	5.8308	6.1321	5.8701	6.003	5.8005	5.9589	5.2605	5.4514	6.4987	4.9343	5.0053	5.8144	5.8607	6.2408	6.823	5.8227	6.3072	5.84	6.0059	6.2484	5.6642	4.9342	4.8776	5.5085	5.2228	4.9013	6.692	6.3081	6.206	6.0864	6.4428	5.4941	6.7547	5.8331	5.7701	5.5674	5.7304	5.704	5.0634	5.7505	6.0193	5.2835	5.012	5.2277	5.7666	5.9484	5.5807	5.6914	6.2983	4.8862	5.9275	5.4271	5.7203	5.718	5.8659
"LOC100506122"	3.5869	2.7366	3.6522	2.7511	3.598	3.2835	4.0738	3.099	3.312	3.7946	3.1879	2.838	3.2699	3.9567	3.0948	2.9506	3.5645	3.2589	3.3455	2.533	3.0533	3.3426	2.951	3.1459	3.6158	3.4234	3.1346	3.4054	2.6333	4.1902	3.3115	3.0838	3.7797	3.1866	3.6228	3.879	3.7686	3.1297	3.4747	3.6063	3.3656	3.6478	3.5447	2.8394	3.3528	3.8748	3.5376	3.5217	3.5051	3.2736	3.316	3.4455	3.4291	3.6535	3.5262	3.1913	3.1907	3.4481	3.3972	3.4752	3.5325	3.3229	2.756	2.7284	3.1712	3.9455	3.6749	3.3656	3.2008	2.5913	2.9675	3.5984	3.3733	2.8935	3.5877	3.3643	3.4028	3.4415	4.1811	4.2005	3.3148	3.5015	2.3062	2.6498	2.7489	3.6684	3.5181	3.0538	3.8479	3.4223	3.3563	3.5573	3.483	3.1357	3.2693	3.3694	3.4554	3.2545	3.5436	3.125	3.0656	3.2844	3.242	3.3272	3.2276	2.0249	3.1899	3.2728	3.4152	3.3842	3.2178	3.2635	3.462	3.3463	3.3563	3.4484	2.7221	2.9407	3.24	3.0879	3.1997	3.3012	3.3272	3.3207
"LOC100506125"	2.8848	2.6555	3.1139	2.9519	2.3628	2.5494	2.9059	2.0528	2.2648	3.0552	3.0731	2.4621	2.7495	2.5723	2.4159	2.8285	2.7485	2.7541	2.8815	2.698	2.271	2.878	2.8973	2.3565	2.4742	2.2863	3.0025	2.9009	3.1576	2.7681	3.0463	2.724	2.7152	2.7408	2.4742	2.4742	2.771	2.4148	2.6312	3.2367	2.897	2.3084	2.4574	2.3967	3.2364	2.3959	2.4946	2.5622	2.6312	3.2505	2.5438	2.727	2.6411	2.7707	2.2971	2.4333	2.5048	2.9658	2.7492	2.6813	2.0889	2.8435	2.4704	2.692	2.5622	2.5622	2.9811	2.746	3.0945	3.0408	2.8788	2.7401	3.0879	2.9538	2.7525	3.1901	2.2656	2.7335	3.0016	2.8636	2.3173	2.9989	3.0474	2.257	2.7192	2.7935	2.6304	2.4495	3.2241	2.3239	2.795	3.3238	2.7147	2.9171	2.7086	2.0622	2.8616	2.6611	2.5777	2.5202	2.2982	2.3085	2.4211	2.7849	2.635	2.645	3.4284	2.796	2.7545	2.5162	2.8838	2.5202	2.4277	2.4277	2.7464	3.0593	2.7134	2.01	2.6399	2.4277	2.4705	2.7086	2.8221	2.4277
"LOC100506142"	5.632	5.7209	5.3094	6.4269	5.7205	5.6421	5.5265	5.5828	5.7367	5.4839	6.0218	5.5863	5.9904	5.5769	5.5991	5.5757	5.9583	6.0284	5.9805	5.565	5.8962	5.8496	5.4046	6.0203	5.5908	5.4597	5.4267	5.6058	5.2769	5.123	5.0943	5.8084	5.4925	5.7715	5.5412	5.6885	5.925	5.8624	5.4027	6.2497	5.272	5.2667	5.7488	5.2655	5.3188	5.7998	5.4035	5.1744	5.2773	5.2551	5.6901	5.5217	5.8233	6.0521	5.4129	5.4871	5.3856	6.32	5.0634	5.6869	5.6695	5.623	5.5291	5.1072	5.4827	5.7607	5.4193	5.3386	5.1983	5.5736	5.3817	5.8358	5.211	5.4792	5.9259	5.5436	5.4989	6.0893	5.1023	5.3206	5.1163	5.9767	5.1786	5.9255	5.4309	5.4769	5.2545	5.3952	5.0064	5.4798	5.1519	5.0706	5.7588	5.4919	5.3447	5.6006	5.3511	5.6156	5.851	5.9706	5.0873	5.0578	5.4011	5.5239	5.4939	5.6612	5.7259	5.8434	5.3814	5.8381	5.488	5.8786	5.4563	5.7612	5.8473	5.7105	5.6584	5.0378	5.9699	5.5012	6.2576	6.0745	5.0369	4.844
"LOC100506172"	2.7468	2.428	2.5702	2.2077	3.0042	2.7021	2.6758	2.1885	2.2465	2.5374	2.2092	2.395	2.3759	2.2282	2.4184	2.7931	2.6174	2.5971	2.18	2.0543	2.4746	2.4011	2.2155	2.3855	2.8064	2.5391	2.5944	2.1691	3.6123	2.3781	3.2864	2.4071	2.3645	2.5294	2.6957	2.716	2.7575	2.2225	2.3552	2.2177	2.3179	2.4354	2.2287	2.3382	2.5317	2.7363	2.8759	2.2679	2.4526	2.7702	2.3321	2.7223	2.6716	2.1333	2.235	2.2988	2.2527	2.486	3.4445	2.8048	2.7591	2.2821	2.3393	2.456	2.7346	2.3493	2.2917	2.3676	2.5925	2.4377	2.5358	2.6657	2.6549	3.1378	2.4464	2.9897	2.546	2.1643	3.1033	3.0035	2.4715	2.1676	2.5268	2.6691	1.892	2.1169	2.4278	2.2581	2.2725	2.3405	2.1539	2.0827	2.385	2.1845	3.1851	2.1967	2.0534	2.386	2.272	2.3078	2.3551	2.3735	2.7374	2.238	2.5223	2.1884	2.7975	2.6866	2.7872	2.4236	2.2785	2.272	2.6289	2.6339	2.083	2.323	1.9666	2.2194	2.2474	2.1324	2.2585	2.3008	2.5434	2.3597
"LOC100506175"	4.9158	4.5889	4.8678	4.3594	4.4808	4.6427	5.0444	4.8746	4.4049	4.5584	4.628	4.5547	4.6026	4.7623	4.6215	4.7646	4.7831	4.7583	4.4692	4.5223	4.9225	4.4459	4.5988	4.507	4.5233	4.9104	4.7176	4.6821	4.0321	4.4895	4.5795	4.6996	4.7579	4.3919	4.9322	4.8353	4.6493	4.4888	4.8349	4.9471	4.4139	4.5538	4.7116	4.2139	4.5065	4.4803	4.7273	4.3409	4.7206	4.7308	4.5968	4.7226	4.5094	4.2755	4.4432	4.6788	4.1676	4.8618	4.7839	4.5811	4.8485	4.3893	4.699	4.9446	4.648	4.8899	4.7891	4.5145	4.7419	4.6652	4.5456	4.4237	4.6439	4.5346	4.8294	4.9217	4.8573	4.8039	4.9013	4.7062	4.6256	4.7485	4.5459	4.2921	4.0737	4.4971	4.6547	4.7401	4.8783	4.6721	4.272	4.2412	4.2569	4.1919	4.4169	4.6282	4.2127	4.413	4.7393	4.3161	4.6417	4.0594	4.5881	4.3954	4.199	4.6213	4.4841	4.6816	4.0335	4.8169	4.5127	4.3888	4.5644	4.7964	4.7694	4.8327	4.0077	4.1155	4.3646	4.4548	4.7111	4.403	4.5619	4.6535
"LOC100506207"	3.9291	3.2514	3.662	3.1548	4.1885	3.5691	3.8796	3.4938	3.5806	3.7966	3.7124	3.4334	3.4585	3.6264	3.719	4.1192	3.3092	3.5802	3.8507	3.5427	3.4621	3.4744	3.1148	3.2883	3.8632	3.9845	3.3639	3.1159	4.5081	3.5449	3.8367	3.1678	3.5357	3.7145	3.9537	3.8461	3.6662	3.8077	3.314	3.5164	3.9013	3.9492	3.7676	3.8067	3.7334	3.6593	3.3663	3.4339	3.7983	3.5417	3.6044	3.5667	3.3763	3.1558	3.6302	3.7576	3.7049	3.6245	4.4327	3.7888	3.512	3.5856	3.5832	3.7588	3.7385	3.7053	3.2297	3.5616	3.4169	4.0436	3.0803	3.4149	3.5297	4.1426	4.0763	4.0762	3.4237	3.4034	3.9927	4.0581	3.6105	3.5815	3.243	3.3384	3.0346	3.5064	3.6834	3.6142	3.1215	3.5101	3.4995	3.0168	3.3935	3.4657	3.9536	3.8215	3.2856	3.4396	3.5367	3.4079	3.9694	3.5901	3.2954	3.7049	3.3286	3.4663	2.817	3.5069	3.5508	3.4867	3.5872	3.4774	3.7793	3.7133	3.5127	3.4713	2.8193	3.2936	2.9341	3.4219	3.2971	3.3701	3.0297	3.5962
"LOC100506235"	5.4499	6.2955	5.609	6.2457	5.8386	5.154	5.0629	5.9943	6.3053	5.3409	6.4149	5.84	6.1145	5.6324	5.2353	5.5106	5.3885	5.569	6.0257	5.9793	5.8533	5.8864	6.3997	6.5152	6.0725	5.7135	6.1591	6.0435	4.7547	5.4517	5.8735	6.0415	6.3731	5.7708	6.0307	5.4843	6.0673	6.1061	6.4662	6.0595	5.753	5.866	6.0015	5.6756	5.8009	5.7099	5.7813	5.658	5.7773	5.1653	6.2054	4.9582	5.8956	6.5794	5.7526	6.1119	6.4223	6.4799	5.5955	6.2819	5.8814	6.717	5.9202	5.3783	5.3642	5.8266	5.3557	5.1735	5.7353	5.5661	6.2601	5.5092	5.8511	5.2275	6.313	5.2305	5.8336	6.1338	5.113	5.3348	6.236	6.0568	6.3887	6.3368	6.1473	6.5726	5.9421	5.7483	6.277	5.755	5.8493	6.0691	6.1113	6.085	5.5859	6.033	5.6881	6.0349	5.9986	6.3589	5.4035	5.7075	6.1607	5.9571	5.9554	6.3161	5.8766	6.1093	6.1312	6.0333	5.6933	5.8994	5.8203	5.9429	6.3654	6.0811	5.6229	5.9439	6.1752	6.2892	5.6969	6.1466	5.4185	5.8345
"LOC100506258"	3.7375	3.148	3.5423	2.8559	3.1498	3.3377	3.497	3.0584	3.0622	3.3294	3.5372	2.9916	3.1453	3.3588	3.2143	3.7511	3.3975	3.409	3.2936	3.2003	3.2077	3.3058	3.439	3.7161	3.6307	3.1113	3.0718	3.1849	3.8557	3.1999	3.5772	3.2049	3.2126	3.477	3.1523	3.3777	3.379	3.0784	3.3891	3.2275	3.2292	3.7183	3.6464	3.2819	3.4782	3.1744	3.7459	3.941	3.6435	3.5814	3.778	3.4514	3.4296	3.2046	3.2468	3.003	3.9001	3.7506	3.448	3.8695	3.5236	3.3711	3.2548	3.456	3.1487	3.3077	3.5214	3.1725	3.4969	3.3126	3.4374	2.8333	3.4548	3.6962	3.3502	3.7298	3.3798	3.1236	3.4368	3.7505	3.2949	3.4263	3.4177	3.6396	2.9026	3.3162	3.2394	3.2037	3.0206	3.574	3.0343	3.3163	2.9305	3.6455	3.582	3.6735	3.3827	3.4726	3.1676	2.9251	2.6411	3.3977	3.4992	3.2822	3.5955	3.1651	3.2224	3.2744	3.8537	3.311	2.6339	3.0277	3.6204	3.7796	3.1597	3.0541	3.4211	3.2958	3.2497	3.2774	3.3172	3.09	3.2349	3.4643
"LOC100506271"	4.4781	4.2041	4.5561	4.4213	4.4093	4.4169	5.0199	4.5151	4.3526	4.8277	4.2193	4.1618	4.5215	4.4499	4.3736	4.4356	4.4037	4.8526	4.4579	3.9847	4.4339	4.5797	4.23	4.5914	4.5262	4.3647	4.616	4.4236	4.5179	4.7924	4.7259	4.5754	4.7404	4.4829	4.4694	4.8024	4.2897	4.6435	4.4913	4.6892	4.2768	4.7382	4.7214	4.2611	4.6241	4.5083	4.4589	4.32	4.5543	4.3662	4.6708	4.6508	4.4696	4.4098	4.6775	4.7734	4.5432	4.8837	5.1469	4.7161	4.5419	4.2768	4.7692	4.591	4.5633	4.7394	5.0076	4.8551	4.8436	4.2667	4.4805	4.2302	4.5284	5.2142	4.951	5.1777	4.4525	4.3419	4.857	4.8102	4.5598	4.497	4.5598	4.6008	4.3833	4.4933	4.7085	4.3913	4.5989	4.109	4.1351	4.0428	3.7967	4.5031	4.6083	4.7147	4.0822	4.0717	4.678	4.6533	4.6709	4.4342	4.2433	4.1698	4.4068	4.42	4.7164	4.4331	4.4442	4.5142	4.333	4.5052	4.6457	4.5438	4.3379	4.6637	4.6595	4.334	4.0784	4.4751	4.6375	4.4146	4.2872	4.4889
"LOC100506272"	4.5076	3.9894	4.6312	4.2833	4.396	4.4159	4.5708	4.38	4.1244	4.806	4.0251	4.3339	4.3683	4.4999	4.011	4.5681	4.1001	4.1633	4.6283	4.026	4.3168	4.2835	4.1629	3.8672	4.8539	4.4226	4.5358	4.2118	4.6038	4.2897	4.6549	4.0534	4.5913	4.0292	4.2807	4.8991	4.8608	4.2032	4.5841	4.6751	4.1111	4.4946	4.3577	4.0404	4.3785	4.4786	4.4171	3.6543	4.731	4.7057	4.2589	4.8341	4.3146	3.9672	4.1503	4.2611	4.3129	4.5375	4.8847	4.2857	4.0555	4.0741	4.457	4.536	4.2914	4.2943	4.9051	4.8311	4.7854	4.3946	4.1598	4.3945	4.4449	4.6881	4.3116	4.6582	4.6103	4.0511	4.6418	5.0679	4.6954	4.582	3.5429	4.2626	3.6725	4.291	4.376	4.2217	4.185	4.4421	4.1661	4.303	3.9218	4.1397	4.7985	4.6497	3.5781	3.8666	4.487	4.4096	4.1734	4.1365	4.2123	3.6376	4.1365	4.1426	4.5304	4.336	4.0876	4.237	4.3219	3.6852	4.3479	4.4355	4.4067	4.7088	4.3465	3.7406	3.847	4.1997	4.5112	4.0986	4.2536	4.4407
"LOC100506274"	4.2396	4.0585	4.0588	3.7669	3.8933	4.2364	4.283	3.891	4.1353	4.268	4.0257	3.9662	3.6577	3.8176	3.5829	4.232	4.0198	3.9808	4.0331	3.5748	3.9544	3.7743	4.0032	3.984	4.125	3.752	4.2027	3.8742	3.8418	4.1276	4.117	3.8204	3.7772	3.756	4.2929	4.2417	3.9692	4.1387	3.9993	4.3364	3.5094	4.0357	4.4257	3.9069	4.1392	3.9503	3.8481	3.8086	4.0332	3.8673	4.0138	4.0969	4.0232	4.1469	4.0013	3.9947	4.2499	3.9964	4.0409	4.1287	4.147	4.1341	3.7428	4.0597	4.0925	4.1385	4.12	4.0771	4.1175	3.9327	3.8228	4.2747	3.9719	4.3393	4.2235	4.3377	4.0752	3.8817	4.3479	4.4676	3.8563	4.051	3.9277	4.1337	3.9598	3.7216	3.848	3.8587	4.0541	4.4726	3.7319	3.9336	3.3647	4.0006	3.959	3.9743	4.1389	3.8867	4.3393	4.3303	3.3204	3.8875	4.139	3.8532	3.9295	3.9181	3.7128	4.2519	4.0029	3.9902	3.8646	3.5685	4.0817	4.2837	3.8026	4.0828	3.8093	4.0736	3.7068	3.7859	4.0969	4.1301	3.8969	3.815
"LOC100506282"	3.7221	4.1332	3.8718	4.1032	3.669	4.0734	3.7557	3.8459	3.7329	3.9284	3.7997	4.0559	3.6679	3.8362	3.9477	3.8981	3.6629	3.5272	3.9637	4.0615	4.0765	3.9695	4.1483	4.3258	4.0257	3.7773	4.2858	3.987	4.4776	3.8557	3.846	4.0144	4.162	4.075	4.2077	4.0593	4.3701	4.1732	4.1536	4.3479	3.9473	4.1051	4.3405	3.8918	4.0502	3.92	3.9882	3.8796	3.6699	3.728	4.284	3.6419	3.758	4.3496	4.336	3.6419	4.1042	4.3553	4.2367	4.1213	4.169	4.5401	4.0907	4.4299	3.982	4.2206	4.2681	3.9267	4.3404	4.0089	3.782	3.7587	4.1353	3.7457	4.2043	3.931	3.9987	4.2634	3.8735	3.7256	4.1552	4	4.4246	4.2988	4.2547	4.1014	4.1673	4.3239	4.2931	3.9724	4.2045	4.0639	3.6271	4.1549	3.6668	4.1865	3.7632	3.9449	4.0387	3.8843	4.3008	3.9613	3.7445	4.0183	4.0509	4.2798	4.0525	3.9991	4.091	4.091	4.3087	3.6758	3.7832	4.1178	3.8817	4.2003	4.3889	4.4303	4.2004	4.4228	4.0619	4.487	4.3142	4.2523
"LOC100506286"	3.4629	3.6068	3.4599	3.2459	3.6137	3.2699	3.3852	3.6761	3.4116	3.3957	3.4366	3.4599	3.0328	3.5961	3.1847	3.5881	3.1633	3.5284	3.3302	3.2341	3.6221	3.4043	3.3792	3.5752	3.3792	3.8169	3.4338	3.3401	4.2102	3.2402	3.5587	3.3996	3.3338	3.7953	3.3792	3.3792	3.7223	3.3031	3.7418	3.8047	3.6453	3.4417	3.4039	3.3875	3.0362	3.3792	3.4592	3.4363	3.5533	3.4101	3.5399	3.3302	3.0131	3.3802	3.3195	3.5075	3.2762	3.4716	3.5107	3.5107	3.8011	3.8453	3.3652	3.5031	3.4363	3.4363	3.1579	3.327	3.4363	3.4363	3.4575	3.8068	3.4246	3.8265	3.7095	3.7938	3.4029	3.5886	3.1978	3.5989	3.8807	3.3897	3.7768	2.9901	4.0989	3.2622	3.4587	3.1447	3.3604	3.096	3.9402	3.2582	3.3752	3.6353	4.0484	3.4723	3.5551	3.5032	3.783	3.9039	3.9887	3.7803	3.3307	3.4025	3.3246	3.3127	3.9268	3.7134	3.4613	3.582	3.0509	3.271	3.2745	3.1371	3.5585	3.3932	3.6514	3.9353	3.8992	3.7314	3.2586	3.2716	3.376	3.5477
"LOC100506289"	3.9108	3.822	3.822	3.5047	4.0107	3.3515	4.7543	3.6982	3.6831	4.4846	4.0309	3.77	3.5525	3.6399	3.446	4.3685	3.9088	4.2283	3.7099	3.4606	3.5179	3.7122	3.5165	3.6152	3.8026	3.8228	3.8125	3.7612	3.5361	4.4074	4.0203	3.8026	4.0567	3.8215	3.912	4.1075	3.8699	3.6652	3.7617	3.7616	3.8785	3.8509	3.8089	3.7529	3.8456	3.8026	4.095	3.7098	3.959	4.4483	3.796	3.8823	4.0143	3.7665	3.8603	3.6726	3.814	3.8467	4.1299	3.7095	3.8509	3.8509	3.6361	4.0891	3.814	3.8488	4.0653	3.9054	3.9478	4.1246	3.3464	3.8509	4.0951	3.9172	4.2081	4.3502	3.6257	3.478	3.8935	4.4599	3.758	3.8013	3.9076	3.517	3.676	3.765	3.7547	3.7478	3.898	3.6994	3.592	3.7557	3.4653	3.7786	4.2887	3.9536	3.4143	3.743	4.0375	3.5607	3.4797	3.7616	3.6885	3.6693	3.4853	3.61	4.5998	3.7297	4.1324	3.8797	3.7338	3.9696	3.8252	3.7724	3.8024	4.021	3.892	3.4653	3.9152	3.6821	4.1636	3.6442	3.6693	3.6744
"LOC100506299"	2.9614	3.578	2.4271	3.4907	2.8227	2.909	2.4529	3.0665	3.1258	2.8274	2.5833	2.5217	3.5123	3.0461	3.3851	2.592	3.1036	2.3497	2.8629	3.0901	2.6769	1.8528	3.4898	4.3309	4.3319	3.5828	3.8886	4.1922	3.9187	4.3555	3.4151	4.4389	3.9513	4.0711	3.8473	3.8473	4.0947	4.1374	4.2995	3.21	3.5412	4.0013	4.0863	3.9021	3.7986	4.2282	3.5649	4.7139	4.6778	3.7276	4.536	4.6862	4.1637	3.7503	4.7868	5.0853	4.8858	3.6966	3.5425	4.1259	3.7145	4.3363	4.8299	3.3291	3.4794	3.6004	3.9989	3.5241	4.4577	3.8181	5.0702	4.5365	3.2558	3.8474	4.27	3.2591	4.213	4.4398	3.9727	4.0801	3.4268	4.3183	5.2075	4.3727	4.5078	4.4853	4.2323	3.9619	4.4754	4.0133	4.1412	3.9526	5.0203	4.3946	3.9238	5.4285	5.0916	4.5878	4.0074	4.029	4.2245	4.7199	4.0004	3.8856	3.939	4.947	3.8386	3.8786	4.4492	3.579	4.5299	4.7819	3.6311	4.1881	3.9264	3.5383	4.1783	5.3674	4.1769	4.4499	3.728	3.0428	4.6568	4.1454
"LOC100506314"	4.1182	3.752	3.8272	3.8018	3.9379	3.906	4.1251	3.7703	3.9418	4.1764	4.1416	3.3678	4.0868	3.7938	3.8937	4.1667	3.79	4.0368	4.2412	3.706	3.7215	3.7403	3.7045	3.6856	4.0215	3.8905	3.7659	3.8109	4.1873	4.0748	4.0797	4.0152	4.2162	4.2298	3.5507	3.6709	3.9126	3.9609	3.5697	4.2998	3.6983	4.2472	4.2937	3.7441	3.7774	3.5994	3.9127	3.7045	4.137	4.0741	3.982	3.686	3.8829	3.152	3.9187	3.51	3.809	4.2285	3.8555	3.9658	3.7627	3.3393	3.7224	3.9414	3.901	3.7794	3.8863	3.7924	3.7617	4.0898	4.5799	4.2239	3.6698	3.9394	3.7151	4.3885	3.8661	3.9466	4.3452	4.3466	4.2037	3.9834	4.001	4.0151	4.0419	3.2941	3.9028	3.864	4.1023	3.6557	3.9545	3.6933	4.28	4.0755	3.7816	3.9677	3.8214	3.9469	3.5848	4.2349	4.2591	3.6127	4.2465	4.2317	4.2989	4.0501	4.0388	4.0025	3.8313	3.8313	4.709	4.4441	3.805	4.3851	3.4785	3.8286	4.0349	4.1528	3.8101	3.5021	3.8611	3.7175	3.7908	3.639
"LOC100506325"	4.3817	4.2706	4.2936	4.3953	4.1299	4.6139	4.485	4.047	4.4802	3.8566	4.4035	4.489	4.3164	4.0704	4.2889	4.4625	4.3373	4.8249	4.2841	4.8801	4.336	3.8986	4.6505	3.7236	4.3597	3.6674	4.0507	3.9203	4.0196	4.3776	4.2901	4.1524	4.6052	4.5289	4.3106	4.8314	3.6434	4.221	4.3584	4.7688	4.3653	4.31	4.304	4.7672	4.6165	4.3309	4.6708	4.128	4.5253	4.3723	4.7523	4.2898	4.3736	3.6771	4.304	4.5488	4.2391	4.2432	4.0848	4.4624	4.2995	4.3772	5.0594	3.1888	4.286	4.8196	4.3361	4.3361	4.4151	3.8446	4.3361	4.4371	4.5772	4.7341	4.647	4.5297	4.3093	4.0176	4.6105	4.673	3.5922	3.9074	4.3751	4.3348	3.6285	4.3297	4.0141	4.3867	3.7332	4.6139	4.8305	4.4865	4.6006	4.3324	4.3319	4.5182	4.3421	4.5549	3.7854	5.0979	4.3421	4.6691	4.6054	4.3887	4.5338	4.3574	4.4379	4.3742	4.3899	4.6922	4.1454	4.511	4.8832	4.1152	4.3971	3.6057	4.5188	4.4091	4.4177	3.813	4.3978	4.1872	4.16	4.2847
"LOC100506325///LOC102724532"	3.4417	3.5285	4.3809	3.5932	3.9233	4.0365	3.8021	3.86	3.8351	3.6169	3.7028	3.7463	3.7808	4.1006	3.9413	4.0357	3.9266	3.981	3.7717	3.4915	3.8841	3.9418	3.8944	4.1598	4.5368	4.0438	4.2492	4.2348	4.5503	4.074	4.4653	3.991	4.3018	4.3618	4.4255	4.2881	4.4637	4.1406	4.3052	3.9971	4.2898	4.2176	4.6724	4.2976	4.2944	3.7162	4.7064	4.7151	3.8717	4.0833	3.7182	4.3326	3.7657	3.9783	4.0823	4.0798	4.1079	3.8885	4.2196	4.3652	3.9861	3.9164	4.8399	4.0672	4.208	4.131	4.4484	3.9069	3.7762	3.8425	4.399	4.1025	3.9786	4.1996	4.099	4.0068	4.1067	3.8406	4.336	3.6385	3.8705	3.896	4.6844	3.8929	4.1679	4.154	3.8056	3.8991	3.9806	3.6461	3.9311	3.9915	4.3498	4.1221	4.2994	4.6398	3.837	3.5963	3.9905	3.8715	4.6779	4.5669	3.8738	4.4199	4.4996	5.0146	4.0982	4.0087	3.8911	4.1761	4.3258	4.0878	3.9705	4.3383	3.6185	4.7478	3.7017	4.5767	4.5782	5.3214	3.3601	4.4597	3.7193	4.5985
"LOC100506351"	3.4167	3.4749	3.6013	3.5111	3.4874	3.6294	3.6583	3.2015	3.2878	4.0249	3.4751	3.489	3.4167	3.489	3.4874	3.6644	3.3309	3.7451	3.5047	3.0806	3.1772	3.4751	3.1799	3.6999	3.4948	3.2224	4.0645	3.1879	3.6977	4.1567	3.4948	3.4948	3.6484	3.271	3.8744	3.5904	4.0423	3.487	3.5207	3.5638	3.5313	3.9406	2.977	3.1074	3.4948	3.3949	3.4775	3.4043	4.1444	3.9729	3.5343	3.487	3.6214	3.2158	3.4984	3.6224	3.5816	2.9749	3.5876	3.939	3.3801	3.6333	3.4563	3.4134	3.5368	3.9735	3.4563	3.3201	3.4775	3.1984	3.4563	3.3951	3.3557	4.1283	3.5591	4.2216	3.7129	3.7462	4.0258	3.6396	3.5906	3.4615	3.6895	3.4615	3.2729	3.3401	3.3939	3.438	3.4859	3.2998	3.4643	3.3343	3.4898	3.6348	3.4699	3.6739	3.5075	3.3604	3.9559	3.6304	3.5075	3.5075	3.4972	3.4858	3.1797	3.451	3.4271	3.4858	4.011	3.9055	3.4787	3.7268	3.4376	3.4376	3.5974	3.6311	3.6348	3.6974	3.4179	3.1634	3.4354	3.5763	3.7629	4.1135
