"ID" "GSM1373914"	"GSM1373915"	"GSM1373916"	"GSM1373917"	"GSM1373918"	"GSM1373919"	"GSM1373920"	"GSM1373921"	"GSM1373922"	"GSM1373923"	"GSM1373924"	"GSM1373925"	"GSM1373926"	"GSM1373927"	"GSM1373928"	"GSM1373929"	"GSM1373930"	"GSM1373931"	"GSM1373932"	"GSM1373933"	"GSM1373934"	"GSM1373935"	"GSM1373936"	"GSM1373937"	"GSM1373938"	"GSM1373939"	"GSM1373940"	"GSM1373941"	"GSM1373942"	"GSM1373943"	"GSM1373944"	"GSM1373945"	"GSM1373946"	"GSM1373947"	"GSM1373948"	"GSM1373949"	"GSM1373950"	"GSM1373951"	"GSM1373952"	"GSM1373953"	"GSM1373954"	"GSM1373955"	"GSM1373956"	"GSM1373957"	"GSM1373958"	"GSM1373959"	"GSM1373960"	"GSM1373961"	"GSM1373962"	"GSM1373963"	"GSM1373964"	"GSM1373965"	"GSM1373966"	"GSM1373967"	"GSM1373968"	"GSM1373969"	"GSM1373970"	"GSM1373971"	"GSM1373972"	"GSM1373973"	"GSM1373974"	"GSM1373975"	"GSM1373976"	"GSM1373977"	"GSM1373978"	"GSM1373979"	"GSM1373980"	"GSM1373981"	"GSM1373982"	"GSM1373983"	"GSM1373984"	"GSM1373985"	"GSM1373986"	"GSM1373987"	"GSM1373988"	"GSM1373989"	"GSM1373990"	"GSM1373991"	"GSM1373992"	"GSM1373993"	"GSM1373994"	"GSM1373995"	"GSM1373996"	"GSM1373997"	"GSM1373998"	"GSM1373999"	"GSM1374000"	"GSM1374001"	"GSM1374002"	"GSM1374003"	"GSM1374004"	"GSM1374005"	"GSM1374006"	"GSM1374007"	"GSM1374008"	"GSM1374009"	"GSM1374010"	"GSM1374011"	"GSM1374012"	"GSM1374013"	"GSM1374014"	"GSM1374015"	"GSM1374016"	"GSM1374017"	"GSM1374018"	"GSM1374019"	"GSM1374020"
"AC005523.2"	4.8129	4.6724	5.414	4.7184	4.626	4.6376	4.9749	4.4032	4.4864	5.0485	4.9815	5.0667	4.777	4.7879	4.8249	4.5209	4.3657	4.6951	4.6717	4.7432	4.7645	4.8272	4.5896	4.7659	4.2199	5.4588	5.3061	4.8549	5.0017	4.7207	5.8412	5.0952	6.121	4.9152	4.997	4.9414	4.2824	4.135	4.9478	4.6243	4.6236	4.8858	5.4399	4.8243	4.9754	4.838	4.5671	4.9117	5.206	5.0492	4.9216	6.6822	5.4803	5.1052	5.3629	4.886	5.1428	4.85	4.8464	4.6474	4.8671	5.4035	4.8549	4.7388	4.7166	5.2338	5.0762	4.9827	5.2125	5.0812	5.2936	5.1233	5.2217	5.5211	5.8685	5.6857	4.7017	5.2278	4.9155	4.8686	5.1298	5.6372	4.6074	4.5278	4.925	4.6618	3.914	4.571	5.0599	4.7374	4.2037	4.4436	4.1668	4.7845	4.3117	4.2371	4.8304	4.4451	4.6021	4.4313	4.6994	4.6338	5.049	4.3957	4.337	4.312	3.9697
"AC005523.3"	5.0557	4.6523	4.5149	4.8172	4.5943	4.6638	4.8183	4.8913	4.2738	4.609	4.2619	4.7403	4.4502	4.6674	4.5545	4.7923	4.9058	4.2453	4.8541	5.0217	4.571	4.6082	3.9396	4.6826	4.4397	4.3403	4.6916	4.8409	4.7547	4.2694	4.3172	4.3578	4.9501	4.4982	4.6723	4.2461	4.4079	4.4722	4.6719	4.2914	4.5675	4.5636	5.0108	4.7394	4.4578	4.6266	4.7786	4.7456	4.6323	4.5997	4.2869	4.6559	5.0288	4.8559	4.7271	4.3362	4.8135	4.7777	4.7365	3.9901	4.0453	4.3634	4.8173	4.2793	4.7382	4.5976	4.2703	4.2597	4.5039	4.43	4.5342	4.4372	4.3786	4.9122	4.777	4.789	4.9944	5.319	4.6547	4.8002	4.407	4.7817	4.5869	4.6615	4.3614	4.4089	4.5663	4.7946	4.5264	4.5845	4.3138	4.0516	4.7028	4.4552	5.01	4.6174	4.4162	4.766	4.5077	4.7157	4.5428	5.0363	4.7031	4.3853	4.5365	4.1768	4.6474
"AC005537.2"	2.085	2.5565	2.6202	2.1162	1.9326	1.9974	2.2037	2.0786	2.4152	2.7681	2.2103	2.404	2.4863	2.3765	2.3682	3.2505	2.584	2.5312	2.6143	2.5755	1.9978	2.7557	2.3326	2.3541	2.1276	2.695	2.3634	2.9115	2.5483	2.4692	2.8198	2.2434	2.429	2.0845	2.1492	2.2754	2.3607	2.2643	2.6832	2.3942	2.435	2.0392	2.3691	2.2311	2.7198	2.3889	2.6552	2.1754	2.7358	2.6231	2.2756	2.1842	2.6384	2.4939	2.9008	2.4861	2.4938	2.7437	2.2538	2.161	2.2742	1.9193	2.5493	2.504	2.2677	1.8875	2.3166	2.4028	2.0418	2.6223	2.0969	2.49	2.229	2.4512	2.9201	2.6039	2.331	2.673	2.6588	2.6685	2.3185	2.234	2.3887	2.3948	2.4919	2.0822	2.4371	2.4627	2.0884	2.3442	2.474	2.3914	2.4428	2.6659	2.6891	2.1911	2.1098	2.4685	2.2737	2.2309	2.5781	2.1976	2.3201	2.1547	2.1767	2.1504	2.1386
"AC005592.3"	2.3843	2.1887	2.206	2.3723	2.0451	2.0046	2.2044	2.3016	2.226	2.3253	2.1087	2.1171	2.6209	2.0238	2.4164	2.0483	2.0135	2.3083	2.247	2.2552	2.5233	1.9756	2.3277	2.7678	2.2645	2.5274	2.3912	2.3359	2.2138	2.2051	2.5356	2.4564	2.2775	1.911	2.2949	2.1979	2.2808	2.8087	2.3918	2.3355	2.5774	2.3624	2.7039	2.3016	2.3855	2.5447	2.2957	2.2082	2.5443	2.2318	2.1952	2.3456	2.4164	2.663	2.54	2.5257	2.2042	2.462	1.8803	1.786	2.1754	1.9405	2.1431	2.0299	2.4945	2.4048	2.2109	2.0242	2.2295	2.4353	3.0467	2.5129	2.6156	2.6549	2.8818	2.7679	2.1861	2.3665	2.3833	2.2175	2.5248	2.074	2.1094	2.0925	2.1892	2.0099	2.1846	2.5069	2.0614	2.47	2.1872	2.5903	2.1601	2.6426	2.2557	2.2199	1.8906	2.0646	2.064	2.1126	1.9468	1.9643	2.2237	2.3817	2.2279	2.0366	1.9633
"AC005606.14"	2.832	2.4822	2.315	2.3746	2.0833	2.604	2.3157	2.6144	2.2898	2.2965	2.4093	2.4925	2.5419	2.3801	2.4383	2.4492	2.3124	2.3439	2.9501	2.9285	2.5691	2.4515	2.1651	2.8704	2.6844	2.4141	2.4588	2.7773	2.3137	2.2871	2.4463	2.2566	3.082	2.3129	2.4004	2.2073	2.1185	2.3157	2.8555	2.1315	2.7121	2.556	2.7366	2.156	2.2575	2.8235	2.5571	2.2809	2.5053	2.4595	2.1861	2.2411	2.567	2.5807	2.5339	2.1505	2.4095	2.7976	2.1806	2.0986	2.4863	2.8105	2.4292	2.2799	2.5118	2.3837	2.1698	2.374	2.36	2.5757	2.4985	2.2919	2.2039	2.4649	2.8158	3.0568	2.5887	2.7621	2.2246	2.3555	2.4732	2.3845	2.7339	2.4456	2.5448	2.1829	2.4723	1.9155	2.574	2.7961	2.402	2.1187	2.5578	2.6659	2.1896	2.1593	2.1054	2.3078	2.302	2.4117	2.7189	2.5193	2.2722	2.2578	2.0934	2.2398	2.4007
"AC005754.7///BC016751"	2.507	2.903	2.5443	2.5251	2.5597	2.6847	2.6318	2.4231	2.7609	2.8738	2.4771	2.7987	2.8496	2.6119	2.8097	2.7717	2.4436	2.8415	3.0315	2.917	2.7755	2.6083	2.6619	2.7475	2.6903	2.2737	2.6819	2.7529	2.5738	2.706	2.7724	2.6318	2.697	2.4655	2.3939	2.3907	2.3913	2.6869	2.923	2.788	2.4935	2.5599	2.7195	2.3769	2.7723	2.6376	2.8232	2.2455	2.4363	2.404	2.9517	2.5893	2.3043	3.0467	2.7128	2.7044	2.5586	3.1273	2.7364	2.2337	2.6223	3.4336	2.3651	2.3964	2.7245	2.4728	2.6388	2.4863	2.5436	2.7101	3.1132	2.6909	2.5367	2.7229	2.892	2.4743	2.6415	2.5342	2.7393	2.7796	2.3819	2.9435	2.486	2.4475	2.1804	2.3043	2.2746	2.3689	2.3137	2.4099	2.7013	2.4189	2.372	2.9329	3.0274	2.5806	2.4957	2.5658	2.5302	2.5786	2.6844	2.7472	2.3279	2.4222	2.4707	2.6473	2.7386
"AC005785.2"	4.8867	4.5992	4.6128	4.3088	3.8805	4.401	4.4945	4.4114	4.238	4.5018	4.1932	4.4361	4.8115	4.2301	4.7221	4.1502	4.2942	4.2537	4.6029	4.7725	4.3291	4.4982	4.8723	4.6117	4.5438	4.4293	4.5278	4.5935	4.4758	4.0511	4.3068	4.4986	4.8235	4.2341	4.2392	4.3634	4.4648	4.7492	4.5541	3.9254	4.6663	4.3229	4.7646	4.2006	4.4097	4.6064	4.2333	4.5541	4.4819	4.3305	4.2729	4.5566	5.05	4.7222	4.7732	4.1957	4.6575	4.4165	4.4069	4.5292	4.3968	4.4019	4.6513	4.3719	4.3648	4.3459	4.0108	4.3951	4.4275	4.2784	4.8297	4.4064	4.3694	4.7425	4.4814	4.3571	4.4726	4.6885	4.4334	4.9486	4.4852	4.3558	4.247	4.0858	4.4101	3.7932	4.6786	4.331	4.5018	4.431	4.8186	4.264	4.7646	4.566	4.5079	4.3178	4.2693	4.2522	4.4562	4.0404	4.4557	4.1044	4.0845	4.4393	4.0267	4.4986	4.2883
"AC006026.13"	3.4652	2.5565	3.024	3.3888	3.0289	2.8445	3.6431	2.8424	3.4127	3.0807	3.4681	3.0612	2.6664	2.826	2.9724	2.8618	3.6533	2.6441	3.6755	3.1336	3.1806	2.771	2.7091	3.6559	3.3263	3.1316	3.2658	2.7172	3.2962	2.5673	3.8079	3.4268	3.3716	2.8409	2.8868	2.996	3.0751	3.5194	3.1585	3.221	3.0684	3.0681	2.9561	3.077	3.1347	3.091	2.9481	2.9366	2.7578	2.9817	2.945	3.2852	3.1187	2.9256	3.006	3.3445	2.774	3.6181	3.1556	3.1819	3.0822	3.1757	2.8315	3.1466	3.5821	3.1175	3.4495	3.0585	3.0807	3.2308	2.9771	3.5928	3.2045	3.578	3.1214	3.4164	3.0344	2.9652	3.1481	3.0087	3.0694	3.1757	3.0611	3.5872	3.0212	3.5103	3.1968	3.3019	2.915	3.1332	3.5109	3.3019	3.1594	2.978	3.5978	3.4898	3.0882	3.7625	2.8891	3.4831	3.2599	3.3693	3.5719	3.389	3.9421	3.2402	3.3121
"AC006129.2"	2.9988	3.3451	3.1362	4.3852	3.4511	3.1947	2.8716	3.2656	3.5324	3.1599	3.2681	3.6557	3.1406	2.8029	3.4424	2.7747	3.4631	4.1592	3.0211	2.6968	3.525	3.5952	3.7137	3.545	2.7052	2.9565	3.1489	3.8714	3.1798	3.4339	3.9964	3.572	4.0911	4.2358	4.1392	4.1947	2.8179	3.0021	2.1942	3.1908	2.9302	3.0009	3.1931	3.6191	4.2363	3.2236	3.1374	3.3926	3.3108	3.3245	3.711	3.356	2.6102	3.1804	3.5059	4.9613	3.0303	3.0781	3.609	2.7224	3.2681	3.0201	3.702	3.225	3.748	2.8192	3.1978	2.7014	3.6419	3.2118	2.939	2.8578	3.1984	2.9348	2.8596	3.1472	2.5899	2.9434	2.7146	2.9844	3.0548	2.8492	3.5398	3.4688	4.1543	4.8163	3.721	3.8208	3.9591	3.5733	3.0764	4.2786	3.9138	3.4306	3.5278	2.7159	3.7933	3.0536	3.3317	3.1499	2.861	3.537	3.2765	4.2297	3.268	3.5396	3.1774
"AC006538.1"	3.036	2.9522	3.1294	3.1207	2.9302	3.277	2.7053	2.525	2.9558	3.2397	2.5921	2.4417	2.5724	2.4566	2.8023	2.6832	3.7641	2.7881	3.5264	3.1973	2.6431	2.6243	2.08	2.334	2.7833	2.9398	2.8699	2.9718	2.9032	2.4847	2.8821	2.6795	2.632	2.1923	2.4003	2.7842	2.932	2.8729	2.6748	2.7174	3.1745	2.6004	3.2398	2.7069	2.6389	2.7772	2.6271	2.4011	2.852	2.7766	2.2524	2.6664	2.7583	2.5375	2.4869	2.334	2.7162	2.8857	2.7386	2.6032	2.6187	2.7603	2.8203	2.6246	3.0782	2.7328	2.4666	2.6883	2.5992	2.7242	3.0089	2.946	2.485	2.4341	3.1915	2.7988	2.4012	2.4822	2.8127	3.3599	2.7583	2.402	2.606	2.7956	2.6357	2.3205	2.543	2.6959	2.7639	2.6643	2.2456	2.4653	2.641	2.6659	2.8288	2.8666	2.7995	2.6576	2.7073	2.7283	2.9948	2.9411	2.8606	2.5266	2.605	2.8638	3.0057
"AC007228.11///BX647249"	4.288	4.8257	5.0173	4.8104	4.1993	4.5122	4.5558	4.8576	4.2998	4.5754	4.3149	4.5016	4.5034	4.1583	4.6974	4.8387	5.1814	4.1438	4.6366	4.4541	4.3136	4.8245	4.3791	4.7742	4.2092	4.6258	4.4879	4.7596	4.8344	4.2049	4.6094	4.703	4.699	3.7546	4.0089	3.5797	4.3513	4.7397	5.0544	4.4758	4.675	4.3418	4.6142	4.1161	4.434	4.128	4.2509	4.3055	4.5607	4.3719	4.1857	4.8073	4.4403	4.6724	4.737	4.4259	4.7331	4.6551	4.5075	4.5495	4.5252	4.5827	4.2845	4.513	4.507	4.5448	4.3096	4.7061	4.3773	5.0526	4.305	4.5737	3.9778	4.5153	3.9932	4.4647	4.3523	4.6015	4.3087	4.7886	4.436	4.1172	4.5765	4.4444	4.3434	4.0878	4.4211	4.5931	4.4665	4.7058	4.7092	4.8052	4.8044	4.8966	4.4017	4.6283	4.295	4.4706	4.0103	4.4348	4.475	4.4406	4.3907	4.4589	4.2041	5.1822	4.2223
"AC007255.8///BC038570"	3.1202	3.6454	3.4913	4.033	3.3904	3.031	3.4299	3.4174	3.5194	3.4916	2.9065	2.8748	3.3251	3.5469	3.6599	3.1606	3.3669	3.4139	3.3054	3.9434	3.1769	2.7832	2.987	3.4609	3.2457	3.099	3.3031	3.3007	3.2142	3.1467	3.2399	3.8159	4.0465	2.9662	3.3766	3.411	3.4374	3.5172	3.335	3.2496	3.3438	2.8508	3.1625	3.0976	3.1601	3.1932	3.3234	3.0124	3.5131	2.9524	2.8948	4.2653	3.2349	3.7347	3.1398	3.0555	4.1708	3.4343	3.7207	2.9083	3.1323	3.2924	3.2671	3.2199	2.9937	3.2024	3.3548	3.437	3.8209	3.5357	2.879	3.0293	2.9386	3.6358	3.3003	2.8233	3.4669	3.4614	3.3989	3.3896	3.048	2.637	3.0021	3.1084	3.3811	2.7095	3.0419	3.4131	3.7276	3.177	3.9224	3.7899	3.3477	3.4701	3.2102	3.5134	3.6898	3.5892	3.1637	3.4895	3.7229	3.5082	3.3283	3.5389	3.4447	3.9327	3.3011
"AC007292.3"	5.9063	5.5956	5.5271	5.6404	5.7033	5.8935	5.8647	5.9636	6.1669	5.755	5.6159	5.9248	5.9805	5.7866	5.9382	5.8366	5.6442	5.8707	6.0962	6.4396	6.0961	5.8708	5.9879	6.1677	5.9685	6.0536	5.6953	5.8538	5.6763	5.7927	5.8334	5.8283	5.7995	5.9452	5.6388	5.8204	5.8703	6.0477	5.7735	5.9759	5.6219	5.5566	5.5898	5.2788	5.6809	5.6889	5.6863	5.7668	5.9615	5.8122	5.9616	5.9836	5.7753	6.0094	5.9095	5.9813	5.8765	6.0523	5.9306	5.5241	5.5122	6.0347	6.0256	6.2137	6.3247	5.6384	6.0581	5.8014	5.8928	5.8139	5.5889	5.151	5.3385	5.8314	6.4333	6.3908	5.9038	5.5331	5.8697	5.9323	5.4001	5.8113	5.4	6.0919	5.6828	5.5288	5.8121	5.3373	5.7466	5.6771	5.7257	5.6054	6.1916	6.1128	5.8749	5.311	5.4744	5.4971	5.655	5.6229	5.3403	5.3219	5.5607	5.3659	5.4368	5.4509	5.6556
"AC007349.5"	1.9325	2.045	2.1922	2.2063	2.3356	2.0014	2.1763	2.4759	2.0045	2.3064	1.9948	2.1083	2.0668	2.4021	2.0812	2.8498	2.3276	2.0608	2.3369	2.1232	2.2475	2.1421	2.1421	2.2423	2.3372	2.3748	2.1765	2.0296	2.3822	2.0479	2.0838	2.1869	2.0553	1.8452	2.1447	1.9038	2.3649	2.2147	1.9999	2.0654	2.0574	2.1384	2.2854	2.0847	2.2422	2.3238	2.1942	2.2278	2.1491	2.268	2.2941	2.3204	2.6609	2.3278	2.0957	2.1108	2.0415	2.3835	2.3933	2.1955	1.782	1.6549	2.3493	1.8452	2.3633	2.0617	2.2271	2.2211	2.2447	2.3304	2.1888	2.4987	2.0629	2.2715	1.9389	2.6283	2.5291	2.376	2.3053	2.2153	1.8843	2.331	2.5417	2.213	1.8995	2.0245	2.0093	2.146	2.1731	2.2626	2.4645	2.0766	2.117	2.3927	2.0335	2.1065	2.1241	2.3078	2.2222	2.2247	2.128	2.0774	2.3215	1.9484	1.9341	2.1197	2.0688
"AC007362.3"	3.0952	2.9821	3.0637	3.1236	2.6638	2.8592	3.0123	2.8702	2.989	2.9378	2.9577	2.5531	2.8941	2.8681	3.1478	2.8352	3.1123	3.3102	3.2079	3.1999	2.9621	3.2068	2.9108	3.0168	2.9687	2.8175	2.8067	2.861	2.946	2.9682	2.9457	2.7756	3.383	2.8175	2.7776	2.7413	3.0257	3.0008	3.1579	3.0495	2.6643	2.8734	3.1642	2.9277	3.0139	2.7479	2.5427	2.8098	3.0568	2.8548	2.6549	2.9393	3.0248	3.036	3.1574	2.608	3.2553	3.1241	2.7162	3.0046	2.9735	2.7816	2.9332	2.9963	2.735	2.8768	3.0604	2.8391	2.8091	3.2448	2.8654	3.1662	2.7477	2.9108	2.9196	3.1181	3.1094	3.3474	2.774	2.614	2.9687	3.0374	2.9044	2.7859	2.7747	2.9681	2.6932	2.9649	2.9228	2.6253	2.963	2.8375	2.9752	3.0688	3.1578	3.0232	2.7355	2.93	2.6294	2.8414	2.9155	3.0365	3.0188	2.8397	2.7344	2.917	2.7459
"AC007364.1///FLJ32955"	2.1651	2.2799	2.1171	2.5572	2.1938	2.2714	2.2759	2.3009	2.4027	2.0015	2.3177	2.398	2.6918	2.4202	2.4316	2.1358	2.4634	2.5821	2.4045	2.3565	2.4437	2.1959	2.2132	2.5276	2.4308	2.3456	2.9136	2.5055	2.742	2.404	2.1574	2.3542	2.9106	2.2412	2.4858	2.3024	2.3174	2.3751	2.6753	2.2951	2.6183	2.242	2.3455	2.2854	2.7685	2.5679	2.3541	2.4874	2.247	2.1559	2.3519	2.3538	2.7156	2.5867	2.9272	2.2097	2.3935	2.4042	2.9681	2.3871	2.6618	2.4295	2.1973	2.4341	2.366	2.2379	2.196	2.5406	2.206	2.3651	2.6813	2.6319	2.7747	2.0884	2.1181	2.0676	2.605	2.7156	2.4453	2.5248	2.3991	2.3718	2.3981	2.4133	2.2176	2.3337	2.196	2.3456	2.4143	2.1927	2.3833	2.3063	2.4733	2.3178	2.4649	2.1854	1.9588	2.2353	2.0169	2.1742	2.4201	2.0059	2.057	2.1163	2.1216	2.2865	2.0612
"AC007365.3"	3.9719	4.0944	4.14	4.1759	4.1395	4.0632	4.4358	4.1332	4.3329	4.5762	4.7042	4.499	4.1526	4.7478	4.5824	4.171	4.3729	4.2097	4.7686	4.7612	4.0429	4.4526	3.9238	4.04	4.2214	4.7638	4.5261	4.8556	4.4358	4.1628	4.5203	4.3069	4.5455	4.2238	4.5443	4.0278	4.2993	4.5289	5.0106	4.4041	4.1108	4.2159	4.682	4.3413	4.6147	4.2729	4.2164	4.4578	4.7108	3.8975	3.9759	4.7887	4.6641	4.576	4.7919	4.3446	4.9964	4.9306	5.0447	4.1668	4.0386	4.1652	4.9249	4.2915	4.6444	4.2055	3.8466	4.4928	3.9915	4.782	4.6935	4.4683	4.3157	4.8533	4.1121	4.2998	4.6655	4.6664	4.5777	4.7463	4.2687	4.2423	4.3381	4.4118	4.258	4.0597	4.4757	4.402	4.3698	4.3241	4.4358	3.9354	4.2328	4.7327	4.501	4.1584	4.3556	4.4704	4.2789	4.2873	4.8375	4.5745	4.7043	4.213	4.0682	4.1764	4.7584
"AC007389.3"	5.7257	5.3522	5.011	4.65	4.5314	5.0747	4.5356	4.7294	5.1932	4.7114	4.539	4.5835	4.9151	4.767	4.9891	4.9569	5.1246	4.1542	5.4424	5.3582	4.7312	4.5951	4.5649	4.5354	4.4159	4.3036	4.6109	4.6014	4.5065	4.1469	4.5134	4.3561	4.664	3.984	4.6558	4.3637	4.6801	5.4426	5.2641	4.6117	4.425	4.8872	4.9798	4.42	4.7548	5.1241	4.5647	4.5136	4.4225	3.998	4.0318	4.8328	4.9625	5.2437	5.2017	3.9401	4.7869	4.7563	4.5115	4.4549	4.3665	4.0739	4.478	4.1866	5.1025	4.5502	4.4953	4.8121	4.768	5.2988	5.6017	4.6668	4.8822	4.4854	4.7589	4.8574	3.8905	4.8413	4.5752	5.23	4.5568	4.7565	4.8376	4.8447	4.8053	4.5427	4.8144	5.1181	4.8291	4.7979	5.3973	5.1379	5.5059	5.4957	5.2419	4.2541	4.6507	4.6246	4.7842	4.9595	4.9103	4.8625	4.353	4.904	4.4188	5.0667	5.4016
"AC007557.2///BC031974"	2.3038	2.7874	3.1761	2.4404	2.2962	2.3149	3.1034	2.7294	2.3803	3.0398	2.476	2.8946	2.3948	2.1253	2.8207	2.4907	2.3878	2.4722	2.9007	2.8074	2.6478	3.0837	2.4615	2.7436	2.6568	2.3301	2.5704	2.6266	2.4799	2.4502	2.7567	2.6301	2.3827	2.1775	2.2421	2.2283	2.8952	2.7054	2.6291	2.1946	2.2428	2.6719	2.3674	2.359	2.2409	2.4313	2.4937	2.3818	2.5423	2.5216	2.3331	2.3855	2.2576	2.5658	2.8687	2.1216	2.6196	2.4507	2.9394	2.1707	2.4385	2.3864	2.7807	2.3103	2.6858	2.3522	2.5771	2.444	2.416	2.5285	2.8381	2.9737	2.8309	2.7287	3.2393	2.3962	2.4077	2.8667	2.1745	2.7507	2.5536	2.6715	2.1818	2.5279	2.707	2.0086	2.4691	2.8904	2.3454	2.5532	2.4918	2.2332	3.0529	2.6659	2.4468	2.3767	2.3885	2.36	2.4014	2.2209	2.3883	2.2986	1.7685	2.4443	2.1866	2.2285	2.3576
"AC007787.2"	4.0673	4.1099	4.2112	3.8522	4.2267	3.9457	4.3797	4.1262	4.1487	4.0981	4.044	4.3732	3.9875	4.1798	3.9248	4.5092	3.6292	4.1262	4.1582	4.5104	4.2834	3.9171	3.8342	4.0282	3.6447	4.3709	4.4453	4.3856	4.2501	3.9116	3.9964	4.1314	4.1403	3.8069	4.2191	4.2654	4.3325	4.4333	4.2788	4.1726	4.364	4.2775	3.9526	3.9007	3.9882	4.189	4.1832	4.0824	4.495	4.3132	4.6884	4.2679	4.3398	4.0905	4.4489	4.0705	4.085	4.0594	4.1591	4.0205	3.8397	4.5123	4.451	4.378	3.9594	4.1718	3.9772	4.2871	4.0575	4.1643	4.5356	4.0405	4.1432	4.4094	4.1315	4.416	4.4883	4.7214	4.2068	4.3616	4.1648	3.5076	3.8639	3.9977	3.719	3.71	4.0438	4.0419	3.8744	3.9676	4.0782	4.0719	4.1171	4.3196	4.3727	3.6272	3.7437	3.5162	3.6688	3.9471	3.6059	3.3347	3.8465	3.5763	3.64	3.314	3.8301
"AC008088.4"	2.8016	2.6667	2.9799	2.6843	3.1991	2.9706	2.4591	3.0213	2.6811	3.2998	2.6452	2.5798	3.5399	2.9058	2.5032	2.781	3.6556	2.7575	2.8927	3.3215	2.4322	2.8433	2.6368	3.1148	2.6844	2.6381	3.0187	2.9965	3.3262	2.9937	2.6133	2.8143	2.4363	2.6179	2.5463	2.5054	2.6742	2.8584	2.6888	2.5855	3.1175	2.6452	2.6762	3.0412	2.7685	3.0912	2.7727	2.8729	2.5378	2.7658	2.4471	2.7417	3.2185	2.589	3.2522	2.7338	2.6345	2.7866	2.9166	2.7704	3.0786	2.7028	2.7881	2.7385	2.9158	2.4757	2.5938	3.3169	2.6037	2.5827	2.8897	2.5752	2.5895	2.5032	2.7557	2.772	2.7631	3.242	2.9576	3.1135	3.0561	2.8631	2.7624	2.0394	2.5687	2.5604	2.6764	3.0316	2.7872	3.0902	2.8056	2.8405	3.3287	2.6659	2.9478	2.8763	2.8658	2.5654	2.4725	2.7368	3.1575	3.2304	2.4522	2.449	3.1399	2.6166	2.5753
"AC008746.12"	3.3231	3.0867	3.0716	3.4352	3.5497	4.0321	3.6217	3.6579	3.5474	3.5395	3.5404	3.1865	3.6186	3.746	3.6005	2.9776	3.8946	3.2621	3.2907	3.4386	3.9312	3.9757	3.672	3.68	3.3562	3.0191	3.693	3.5265	3.9442	3.7942	3.9251	3.4372	3.6811	3.8399	3.4135	3.4014	3.5028	3.636	3.6282	3.6067	3.6182	3.8263	3.4099	3.2041	3.4089	3.4744	3.9009	3.4966	3.99	3.9067	3.3963	3.8366	3.5947	3.8597	3.7057	3.5138	3.8929	3.8187	3.8352	3.6254	3.7182	3.9049	3.6739	3.7455	3.6257	3.3954	3.4384	4.3948	3.9518	3.699	3.5408	3.3639	3.755	4.1601	4.0677	3.6849	3.5591	3.7874	3.9266	3.5626	3.6541	3.2242	3.9271	3.5167	3.5715	3.6604	3.6309	3.6243	3.7606	4.0036	3.6663	3.6837	3.5306	3.7426	3.0638	3.1912	4.1472	3.7694	3.6309	4.1848	3.371	3.9506	3.7809	3.7935	3.8292	3.7381	3.6257
"AC008753.4"	5.6087	5.8506	5.0657	5.1285	4.9928	4.6894	5.0959	5.2265	5.3442	5.2633	4.9205	4.7348	4.7453	4.7759	5.0904	4.8229	5.3739	4.3179	5.5286	5.5993	4.8412	4.6779	4.2166	4.7196	4.9658	4.9331	4.4652	4.8833	4.7895	5.0208	4.5491	4.897	5.7167	4.5762	4.895	4.4255	4.7395	5.2255	5.4636	4.8035	4.8955	4.7669	5.522	4.6342	5.0158	4.8812	4.9216	4.8973	4.4058	4.9552	4.7928	5.2278	5.4518	4.8841	5.1486	4.4987	5.1475	4.9658	4.9196	4.6567	4.2226	4.5819	4.9746	4.6501	4.9815	5.0695	4.6927	4.9011	5.2884	4.9658	4.6906	4.9592	4.3341	5.4616	5.8258	5.3967	4.8385	5.064	4.8783	5.3219	4.7193	4.8053	5.2462	5.5809	4.8236	4.7965	5.3313	5.1537	4.4189	4.5993	4.951	4.8687	5.0677	4.6153	5.4532	5.1124	4.7736	5.1544	4.858	4.9326	5.602	5.5526	5.2157	4.6593	4.9298	5.1665	5.2848
"AC009120.6"	4.9084	5.1843	5.2044	5.2366	5.2289	5.0276	5.4266	5.0485	5.3866	4.8527	5.4093	5.8744	4.9307	5.5782	5.5347	5.5424	5.6787	5.8925	5.1296	4.5836	5.5649	5.654	5.8319	5.277	5.6578	5.4701	5.5637	5.6762	5.0243	5.6598	5.3384	5.9208	5.0422	5.415	5.1654	5.5725	5.0221	4.5822	4.7696	5.5484	5.6462	5.8422	5.0073	5.0526	5.3111	5.2205	5.1224	5.3787	5.6279	5.2192	5.5476	5.1377	5.3991	5.3809	4.9292	5.6057	4.9425	5.2915	5.4846	5.4516	5.3903	5.5794	5.3607	5.4571	5.34	5.2377	5.3417	5.4116	5.5356	5.2435	5.4153	5.5587	5.8534	5.8573	5.6251	5.6396	5.4826	4.7081	5.4511	4.8708	5.0819	4.8395	5.27	5.5591	5.7233	5.6864	5.4572	5.3635	5.6432	5.0935	5.1434	5.7568	5.2878	5.0555	4.9256	4.8992	4.5904	5.1567	5.1514	5.2277	5.1943	5.2233	5.3021	4.9626	5.1876	4.7918	4.5244
