"GSM648590"	"GSM648591"	"GSM648592"	"GSM648593"	"GSM648594"	"GSM648595"	"GSM648596"	"GSM648597"	"GSM648598"	"GSM648599"	"GSM648600"	"GSM648601"	"GSM648602"	"GSM648603"	"GSM648604"	"GSM648605"	"GSM648606"	"GSM648607"	"GSM648608"	"GSM648609"	"GSM648610"	"GSM648611"	"GSM648612"	"GSM648613"	"GSM648614"	"GSM648615"	"GSM648616"	"GSM648617"	"GSM648618"	"GSM648619"	"GSM648620"	"GSM648621"	"GSM648622"	"GSM648623"	"GSM648624"	"GSM648625"	"GSM648626"	"GSM648627"	"GSM648628"	"GSM648629"	"GSM648630"	"GSM648631"	"GSM648632"	"GSM648633"	"GSM648634"	"GSM648635"	"GSM648636"	"GSM648637"	"GSM648638"	"GSM648639"	"GSM648640"	"GSM648641"	"GSM648642"	"GSM648643"	"GSM648644"	"GSM648645"	"GSM648646"	"GSM648647"	"GSM648648"	"GSM648649"	"GSM648650"	"GSM648651"	"GSM648652"	"GSM648653"	"GSM648654"	"GSM648655"	"GSM648656"	"GSM648657"	"GSM648658"	"GSM648659"	"GSM648660"	"GSM648661"	"GSM648662"	"GSM648663"	"GSM648664"	"GSM648665"	"GSM648666"	"GSM648667"	"GSM648668"	"GSM648669"	"GSM648670"	"GSM648671"	"GSM648672"	"GSM648673"	"GSM648674"	"GSM648675"	"GSM648676"	"GSM648677"	"GSM648678"	"GSM648679"	"GSM648680"	"GSM648681"	"GSM648682"	"GSM648683"	"GSM648684"	"GSM648685"	"GSM648686"	"GSM648687"	"GSM648688"	"GSM648689"	"GSM648690"	"GSM648691"	"GSM648692"	"GSM648693"	"GSM648694"	"GSM648695"	"GSM648696"	"GSM648697"	"GSM648698"	"GSM648699"	"GSM648700"	"GSM648701"	"GSM648702"	"GSM648703"	"GSM648704"	"GSM648705"	"GSM648706"	"GSM648707"	"GSM648708"	"GSM648709"	"GSM648710"	"GSM648711"	"GSM648712"	"GSM648713"	"GSM648714"	"GSM648715"	"GSM648716"	"GSM648717"	"GSM648718"	"GSM648719"
"CTD-2269F5.1"	5.9496	4.8244	5.1865	4.7995	4.9588	4.9419	5.5966	4.7311	4.5594	4.4839	4.9107	4.7879	4.8362	4.2754	4.5227	5.1187	4.4853	3.8346	4.7101	4.4732	4.6381	4.536	4.8147	4.7217	5.0896	4.8072	4.7146	4.4067	4.2429	4.4954	5.1566	4.7014	4.3469	4.3107	4.4735	4.8145	4.5695	4.4628	4.181	4.5975	4.5999	4.1324	4.0704	4.9964	4.9436	5.1801	4.5969	5.3835	4.7019	4.2746	4.3874	4.3941	4.9619	5.8692	4.8413	5.566	4.8828	5.2418	4.6049	5.0517	4.776	4.5251	5.063	4.6918	4.1972	4.5308	5.646	4.6734	4.2762	4.6915	4.6593	4.7196	5.053	4.3826	4.363	5.0766	4.2207	5.3306	4.999	4.5676	4.999	4.5254	5.1359	4.7201	4.6342	4.6329	4.7816	5.1965	5.1826	4.9501	5.0249	4.9051	5.0572	4.6687	4.8214	4.6427	4.3542	4.5186	4.755	5.1168	4.2893	4.1779	4.6619	4.5532	4.4131	5.2621	4.6672	4.6209	4.896	4.876	4.7002	4.1659	5.1605	4.9436	5.5115	5.0509	5.7922	4.3085	4.8494	4.5702	4.2669	3.7424	4.5688	4.3864	5.0298	5.4116	4.1492	4.4824	4.7501	4.7421
"CTD-2286N8.2"	3.7042	3.364	3.4503	3.3112	3.5841	3.4755	3.8903	3.4931	3.4185	3.3381	3.5203	3.3645	3.4253	3.3404	3.9534	3.4921	3.0962	3.4546	3.4913	3.4671	3.369	3.2759	3.2485	3.5116	3.559	3.4787	3.1265	3.1383	3.4022	3.5514	3.3466	3.2774	3.4725	3.3805	3.3711	3.376	3.3959	3.4828	3.5778	3.4697	3.0853	3.3937	3.3455	3.5646	3.4035	3.3423	3.4503	3.6132	3.3315	3.3397	3.809	3.1631	4.0216	3.7523	3.49	3.5977	3.5934	3.4434	3.4768	3.3953	3.4593	3.7332	3.6468	3.6737	3.4532	3.3482	3.7165	4.3793	3.7324	3.3932	3.6524	3.5954	3.7397	3.7475	3.4756	3.5194	3.7812	3.4742	3.5253	3.3384	3.5251	3.541	3.6689	3.5033	3.4678	3.8108	3.6573	3.4893	3.257	3.6124	3.2903	3.6696	3.8835	3.2772	3.2851	3.8857	4.0766	3.4925	3.8261	3.9506	3.432	3.3708	3.0547	3.2217	3.4132	3.6696	3.6245	3.9784	3.2855	3.5472	3.3828	3.5147	3.4786	3.5393	4.017	3.6426	3.9109	3.4203	3.1083	3.7503	3.4522	3.4657	3.468	3.5418	3.251	3.4863	3.5841	3.2529	4.2465	3.3575
"CTD-2287O16.5"	4.817	4.2393	3.8535	4.4935	3.9228	4.2938	4.8388	3.8425	3.7434	4.0971	4.2177	3.9656	4.0548	3.8857	3.783	4.4498	4.2889	3.5871	4.0986	3.8586	4.1857	3.9813	3.9051	4.1583	4.2402	4.106	4.0064	4.0441	4.0895	3.7751	4.037	3.8369	3.641	3.7269	3.8734	3.9247	3.8463	3.9513	3.8726	3.9306	4.1639	3.6915	4.0972	4.3216	3.9079	4.189	4.378	4.0462	4.4943	4.0827	4.2416	4.2191	4.3599	5.2799	4.134	4.4786	3.8968	4.827	4.1353	4.0549	4.4188	4.0437	4.1759	3.828	4.3189	4.054	4.9201	4.2993	3.9259	4.4686	3.9384	3.8987	4.0332	4.2688	4.1028	4.2055	4.0625	4.7298	4.2649	4.28	4.5481	4.2499	4.6398	4.3899	4.4085	4.091	4.1134	5.0629	4.7057	4.4326	4.1661	4.2334	4.557	3.9828	3.8844	3.9035	4.357	4.1944	4.3187	4.231	4.0453	3.8949	4.1425	4.0267	3.992	3.8929	4.2787	3.5174	4.3729	4.4099	4.5338	4.3558	4.3234	4.3549	4.9574	4.2544	4.6117	3.9751	3.9981	4.2712	3.6882	3.5574	3.7818	3.9611	4.5229	4.5465	3.6073	3.9797	4.5051	3.933
"CTD-2292M16.8"	3.6847	5.5357	4.823	5.2295	5.7435	4.2994	3.8993	5.2338	4.5876	4.0771	3.7359	4.2318	4.4467	4.0975	4.4615	3.6163	4.8219	4.9149	4.5909	4.5225	3.8182	4.8667	4.2757	4.9328	4.2584	4.4286	6.9532	4.8732	5.047	5.3565	4.7802	5.8645	5.2418	5.2804	4.9336	4.9958	4.8852	4.5196	5.1928	4.8753	6.0666	6.3387	5.6205	4.1074	3.785	4.1596	4.6895	4.6694	5.8211	5.5502	5.8308	4.867	4.6848	4.2908	4.6815	4.3681	3.8603	4.1371	4.2982	4.0029	3.864	5.9353	4.1655	4.4051	5.1189	4.634	3.7866	4.5842	4.9523	4.6668	5.4264	5.5948	4.1389	4.5913	5.1737	4.4737	6.0998	3.6801	4.876	5.187	4.0783	5.3206	4.8638	6.2678	4.9688	4.4042	5.2432	5.3753	5.2261	5.1391	4.5563	5.3782	4.026	4.8318	4.2854	4.3233	4.699	5.6083	5.473	4.7098	5.2521	6.251	5.952	5.6748	5.5911	3.8625	3.79	4.7616	4.7603	5.2124	5.2093	5.2006	4.3203	5.0375	4.2693	4.0146	3.9751	6.2206	4.2088	5.1429	4.4002	5.4862	4.651	4.7113	3.7224	4.1387	5.5374	4.5285	4.4532	4.5304
"CTD-2293H3.1"	4.3795	4.9812	4.9292	4.6925	4.4663	4.8491	5.2532	4.796	4.6005	4.7835	4.6304	4.8136	4.8643	4.7966	4.5965	5.1371	5.5253	4.9492	4.584	4.6443	4.3278	5.3609	4.8231	5.2471	4.8505	5.2718	5.0658	5.0122	4.4641	5.0042	4.7616	4.6986	4.4155	4.5517	4.1335	4.675	4.9716	4.6288	4.5724	4.7736	4.8081	4.4279	4.8834	4.5861	4.5762	4.7313	4.1724	4.6465	4.0894	4.9992	4.6417	4.6359	4.9456	5.5365	4.5842	4.6837	4.5224	4.3788	4.3809	4.5837	4.4797	4.4532	4.5409	4.4686	4.6362	4.2391	5.143	4.4538	4.2905	4.3136	4.4671	4.0311	4.867	4.7951	4.5444	4.4549	4.5761	4.6513	4.3757	4.5411	4.4678	4.3082	4.6799	4.5903	4.4987	4.3812	4.2928	4.4534	4.3106	4.24	4.3923	4.6902	5.4069	4.5348	4.2289	4.2376	4.6957	4.8578	4.1276	4.1932	4.4978	5.0034	4.9447	4.7436	4.9595	5.1051	4.8774	4.1515	4.5075	4.1644	4.3123	4.9217	4.5932	4.004	5.0481	4.5006	4.5382	4.5875	4.5769	5.5909	4.6873	4.8914	4.907	4.6958	4.8012	4.201	4.729	5.1473	4.4069	4.1797
"CTD-2297D10.2"	4.4767	3.6051	3.8492	3.6441	3.9635	4.2843	4.5767	3.8873	3.7595	3.9885	3.6479	3.8695	3.4491	3.7742	3.8085	3.9669	3.5759	3.4953	4.0624	3.8668	3.6697	3.7579	3.7944	3.8071	3.8408	4.0691	3.4974	4.0861	3.6776	3.9051	3.5671	3.8497	3.5943	3.5702	3.4149	3.7546	3.8024	3.6201	3.582	3.553	3.5244	3.6386	3.4868	3.885	3.8365	3.8159	3.9191	3.8345	3.8007	3.65	3.8305	3.7678	4.3215	4.8854	3.8176	4.2335	3.5729	4.4744	3.9885	3.8654	3.8241	3.8589	3.9107	3.926	3.5254	3.98	4.0864	3.7441	4.2235	4.0477	3.6404	3.983	3.5655	3.5725	3.5713	4.0442	3.5917	4.0205	4.2483	3.9398	3.9702	3.6296	4.1237	4.1418	3.8302	4.2619	3.7281	4.2082	4.1728	3.7484	4.065	4.0554	3.0638	4.1609	4.1203	4.3811	3.4833	3.7209	3.6248	3.3243	3.8615	3.5106	3.6593	3.5569	3.3995	3.7809	4.0679	3.6872	3.8294	3.4025	3.9691	3.8504	3.9977	4.344	4.1233	3.6773	4.0648	3.615	3.8961	3.7892	3.6117	3.5658	3.7866	3.4757	3.5631	4.2464	3.4519	3.9388	3.3467	3.7918
"CTD-2302E22.4"	4.814	5.4444	5.3318	4.7802	5.0988	4.5959	4.8441	4.668	5.5944	4.862	4.812	5.2261	4.8253	5.058	4.8005	4.7547	4.7667	4.6655	4.9428	4.6385	5.357	4.6012	4.6479	4.8297	4.5272	4.6557	4.8404	4.6462	5.043	4.7653	4.5171	4.8772	5.0647	5.1068	5.1933	4.7115	5.081	5.1959	5.0355	4.9811	4.648	4.2296	4.6354	4.7712	4.6766	4.6004	5.2276	4.8577	4.204	4.623	3.8773	4.5971	4.9124	5.0397	5.1859	5.06	4.5748	4.239	4.8211	4.8181	4.8725	5.0754	4.8184	4.6902	5.0608	4.7576	4.7092	4.7453	4.8622	4.4093	5.1267	4.8946	4.2884	4.7038	4.6083	5.3212	4.8895	4.6984	4.6814	4.5075	5.4699	4.9647	4.6595	4.6398	4.7847	4.6966	4.7965	5.0816	4.9608	5.1761	5.014	4.8116	4.8342	4.5883	4.6061	4.5999	4.9175	5.1134	4.3501	4.2152	4.5472	4.5661	4.5768	4.4114	4.2872	4.7441	4.9321	4.8411	4.4505	4.8287	4.8858	4.7439	5.2383	4.5034	4.7783	4.9276	4.6016	4.9054	4.6685	5.0763	4.7369	5.201	4.9919	4.8719	4.4775	4.5594	4.6709	4.6577	4.429	4.7806
"CTD-2310F14.1"	3.454	2.8627	2.6909	2.6994	2.6701	2.3392	3.0253	2.5734	2.7429	2.7103	3.0262	2.9395	2.7432	2.7193	2.5864	2.5637	2.5783	2.5502	2.415	2.7042	3.0587	2.629	2.507	2.5073	2.4793	2.6008	2.6127	2.7103	2.5117	2.8449	2.5232	2.5597	2.8214	2.7143	2.5878	2.6401	2.4181	2.7215	2.5974	2.4536	2.6172	2.5334	2.5029	2.6468	2.5772	2.5664	2.3919	2.6627	2.8848	2.5098	2.7221	2.9907	2.6586	2.5287	2.526	2.6509	2.522	2.9243	2.7492	2.7001	2.6218	2.7164	2.4909	2.7103	2.7316	3.1098	2.6988	2.6047	2.6152	2.665	2.7407	2.9331	2.81	3.1193	2.8474	3.0532	2.7608	2.4939	2.4283	2.5785	2.7283	2.6762	2.7599	2.5313	2.5295	2.7681	2.6586	2.5681	2.4933	2.5763	2.7234	2.5934	2.8473	2.5664	2.4929	2.8602	2.6568	2.6147	2.8179	2.5038	2.7413	2.6426	2.5285	2.8658	2.4992	2.4839	2.6279	2.7331	2.586	2.4668	2.9053	2.6518	2.6778	2.8086	2.6835	2.4819	2.6911	2.7075	2.5813	2.4971	2.637	2.7467	2.6146	2.7732	2.5241	2.4454	2.6282	2.5099	2.5265	2.6477
"CTD-2313J17.5"	4.3704	3.8205	4.0826	4.3235	4.3408	4.4386	4.6984	4.2806	4.1749	4.2867	5.0776	4.2443	4.3275	4.2429	4.4712	4.2452	5.1011	4.1783	4.2182	4.5037	4.3685	4.5329	4.5251	4.1403	4.6075	4.363	4.0551	4.7105	4.1084	4.1941	4.2598	4.806	4.298	4.1812	4.2066	4.7418	4.0138	4.3247	4.4192	4.0593	3.6759	4.0315	3.905	4.3621	4.3212	4.3248	4.7149	4.393	3.9703	4.1687	3.9915	4.2971	4.5117	5.2144	4.5082	4.8256	4.4542	4.3432	4.1361	4.5315	4.3335	4.3549	4.3464	4.6452	3.9084	4.3433	5.3055	4.4862	4.1957	4.6556	4.533	4.2281	4.6548	3.9708	4.2237	4.361	4.1918	4.8937	4.769	4.0684	4.5738	4.2234	4.3061	4.2126	4.1932	4.3033	4.4947	5.0123	4.7092	4.4463	4.07	4.0266	4.0925	4.3787	4.5108	3.8424	4.1462	4.0468	3.9402	4.8547	4.4688	3.9394	4.3335	3.8199	4.0717	4.9595	4.6351	3.7113	4.4035	4.0135	4.9571	4.1461	4.0879	4.5704	5.1107	4.5011	5.073	3.8431	4.414	4.3969	4.0846	3.8371	4.3657	4.39	4.8128	4.9231	3.9862	4.1634	4.8388	4.3979
"CTD-2325A15.5"	4.4641	3.4217	4.0282	3.9789	3.5944	3.9501	3.5555	3.4707	3.7734	3.5228	3.5189	3.5793	3.4381	3.5977	3.6535	4.01	3.6364	3.6668	3.3886	3.607	3.7316	3.683	3.5555	3.5218	3.6901	3.9475	3.6175	3.9614	3.2705	3.3	3.5763	3.5089	3.2637	3.3172	3.4169	3.9169	3.5059	3.2795	3.1901	3.5452	3.7923	3.9333	3.421	3.3308	3.6714	3.3714	3.4612	4.0616	3.7123	3.7218	4.0282	3.3293	3.9708	3.9821	3.4707	4.0198	3.8206	3.7395	3.4657	3.499	3.3648	3.8066	3.4187	3.3982	3.4148	3.5734	3.8809	3.786	3.4498	3.2479	3.7896	3.736	3.6305	3.6376	3.7286	3.4199	3.4349	3.6353	3.9759	3.7579	3.5372	3.6425	3.8991	3.3916	3.5906	3.1103	3.4221	3.3077	3.6302	4.3216	3.3423	3.4457	3.9518	3.9147	3.4301	3.8892	3.5264	3.4252	3.876	3.405	3.2065	3.4975	3.6272	3.5932	3.4374	4.082	3.4722	3.4682	3.3381	4.0371	3.437	3.471	3.8197	3.5755	3.8242	3.5786	3.7497	3.7534	3.4315	3.9464	3.4607	3.3205	3.2111	3.444	3.7303	3.7811	3.1188	3.7712	3.685	3.4116
"CTD-2350J17.1"	3.9786	3.3112	2.983	3.5455	3.0867	3.4596	3.6495	3.0797	3.3364	3.2924	3.5788	3.3979	3.2167	3.2417	3.2887	3.626	3.3593	3.2362	3.2612	3.4992	3.5269	3.2774	3.1293	3.3392	3.6767	3.5123	3.3557	3.513	3.0488	3.1033	3.2997	3.1874	3.0049	3.1241	3.1453	3.4583	3.3219	3.0588	3.1394	3.0419	3.2879	3.1434	3.4168	3.297	3.4214	3.365	3.2655	3.9547	2.9588	3.3981	3.2052	2.94	3.276	3.7138	3.1599	3.5988	3.1684	3.2612	3.3957	3.2545	3.0604	3.214	3.048	3.1815	3.4194	3.1948	3.2673	3.4019	3.4014	3.0388	3.0481	2.8588	3.0547	3.8817	3.1483	3.2974	3.2502	3.2446	3.2289	3.3521	3.8964	3.285	3.2203	3.0425	3.0709	3.2431	3.211	3.4883	3.4358	3.1665	3.1686	3.3522	3.7735	3.2678	3.6754	3.2816	3.4053	3.3285	3.0752	3.3733	3.0448	2.923	3.4576	3.3432	3.2592	3.3274	3.6413	3.3342	3.5972	3.3628	3.0983	3.176	3.1524	3.1393	3.591	3.1389	3.5342	3.258	3.2224	3.3624	3.214	3.1443	3.0843	3.444	3.9327	3.1766	3.0602	3.5171	3.1157	2.9069
"CTD-2366F13.2"	4.8692	4.9814	5.1219	5.1383	5.0775	5.2905	5.5974	5.5841	5.1023	4.7891	4.4664	4.6729	4.5876	4.5222	4.6885	4.765	5.5132	4.6626	4.9795	5.1613	5.0077	4.9689	4.8563	4.9113	4.9223	5.3719	4.7855	5.0813	4.5507	4.6461	4.8005	4.4797	4.7238	4.8777	4.8736	5.1046	5.004	4.6739	4.5959	4.9229	5.3345	4.874	5.2787	4.863	4.8808	4.7548	5.1009	5.3756	4.7513	4.9075	5.0575	4.5689	5.6334	6.1742	4.7985	5.1397	5.4439	5.4534	4.6206	4.9442	4.8597	4.8486	4.9999	4.8519	5.0472	5.2537	5.1367	4.6426	5.0977	5.2734	5.1473	5.0454	5.1174	5.1906	4.882	4.8012	4.8429	4.8789	4.9607	5.1705	5.1985	4.9282	5.2262	5.3682	5.3367	4.765	5.1833	5.2852	5.2565	5.4031	5.0374	5.6131	5.2968	5.2366	5.1759	5.3236	4.8673	4.9887	5.1591	5.0906	5.1782	5.0383	5.1084	5.2097	4.9662	5.1318	5.0842	4.7622	5.015	5.0752	5.0352	5.0756	4.9413	5.3279	5.3789	5.1738	4.9657	4.9774	4.9808	5.02	4.916	4.7343	4.8822	4.8879	5.4655	4.9129	4.2958	5.2741	5.7608	5.1415
"CTD-2373J6.1"	3.1424	2.6212	2.7771	2.973	2.8091	2.7285	2.8944	2.8106	2.6158	2.752	2.6766	2.8303	2.647	2.6003	2.6109	2.7517	2.6911	2.6322	2.7084	2.6026	2.8395	2.684	2.6484	2.731	2.9369	2.8402	2.821	2.7959	2.6912	2.8744	2.6905	2.7826	2.6706	2.8498	2.5738	2.7117	2.6275	2.8588	2.5972	2.5938	2.7212	2.694	2.8682	2.6992	2.8403	2.7423	2.7134	2.7724	2.8339	2.9009	2.9787	2.9436	2.8018	2.9316	2.8398	2.9189	3.3845	2.894	2.7442	2.8735	2.9249	2.7218	2.7793	2.6592	2.847	2.9012	3.1427	2.8118	2.6843	2.6969	2.7642	2.7687	3.1395	3.1506	2.9781	2.8089	2.7736	2.6503	2.7324	2.7265	3.0142	2.7749	2.8594	2.7867	2.7086	2.6054	2.8189	2.92	2.9255	2.9854	2.6938	2.7217	2.9791	2.7726	2.5583	2.6851	2.9725	2.8555	2.6271	3.0163	2.6422	2.8992	2.9005	2.9976	2.796	2.7451	2.8687	2.6185	2.7584	3.0492	2.8995	2.6764	2.7561	3.1654	2.7722	2.6475	2.878	2.6935	2.746	2.9678	2.578	2.6108	2.7925	2.5344	2.7322	2.9101	2.7405	2.665	2.9526	2.8147
"CTD-2377D24.6"	5.219	4.7339	4.9113	4.9767	4.8155	4.8337	5.0925	5.0034	5.3929	4.9084	5.1282	5.0802	4.8055	4.7598	5.0342	5.2099	4.8238	4.6805	4.9944	5.0312	5.641	4.5546	4.9368	4.691	5.1905	4.9251	5.5055	4.9252	5.141	4.9619	4.8474	4.8651	4.9096	4.8353	4.7521	4.839	4.8574	4.8489	4.6113	4.7382	4.889	4.7283	5.059	4.9276	5.1941	5.2661	4.5981	5.1074	4.2668	4.8989	4.7378	4.7929	5.1806	5.7605	5.055	5.2027	4.9275	4.804	4.6658	4.8771	5.0342	4.8033	4.6468	5.036	4.6468	4.8778	5.6041	4.858	4.9816	4.8474	5.024	4.5645	5.1233	4.7184	4.8687	5.1874	4.8677	4.9714	5.1468	4.7151	4.7101	4.5705	4.5029	4.489	5.1794	4.9122	4.856	5.0456	5.0009	4.8604	5.1799	4.9844	5.6233	5.1016	5.2306	5.1825	4.523	4.9203	5.0015	5.0004	4.4628	4.7134	4.8371	4.938	4.7278	5.0909	5.3185	5.1164	5.0429	4.6085	4.7953	5.1293	4.6986	4.9887	5.4719	4.8866	5.0528	5.0591	4.9558	5.3211	4.7715	4.6434	4.8536	4.7774	5.0254	4.9866	4.9147	4.8718	4.8906	4.2629
"CTD-2520I13.1"	5.6317	5.0126	5.4139	5.1749	5.3385	5.2769	6.1371	5.3166	5.2513	5.0888	5.6387	5.1453	5.2828	5.156	5.2145	5.4986	5.4223	4.9749	5.1394	5.3093	5.5392	4.9581	5.4099	5.5497	5.51	5.4012	5.3267	5.3719	5.1747	5.2835	5.2831	5.1281	5.0446	4.8147	4.9904	5.303	5.0849	4.8793	4.9172	4.9319	5.2937	5.1058	5.1739	5.4184	5.1602	4.9726	5.5569	5.4521	5.217	5.2773	5.3064	5.3546	5.7044	6.1704	4.8817	5.9134	5.3316	5.8715	5.053	5.8723	5.5712	5.0787	5.2547	4.9767	5.0792	5.4305	5.5316	5.0324	5.0759	5.8661	5.3166	4.8497	5.2953	5.1175	5.3528	5.4285	5.515	5.7017	5.7983	5.7651	5.307	5.2485	5.6562	5.3769	5.1733	5.0709	5.407	5.6112	6.0663	5.5075	5.0304	5.1818	5.4956	5.5136	5.4925	5.4799	5.018	4.9302	5.1115	4.9188	4.911	4.9087	5.2984	5.4496	5.0876	5.2426	5.5158	5.2019	5.5572	5.3411	5.5454	5.6297	5.5642	5.3431	6.1496	5.2718	5.8435	4.7537	5.2273	5.446	4.9683	5.2686	5.2513	5.3477	5.4777	5.8973	4.8577	5.0332	5.6494	5.2373
"CTD-2528L19.6"	3.5136	4.3177	3.9128	3.5462	5.2138	3.6624	3.7071	4.4362	3.5031	3.3763	3.2481	3.9145	4.0082	3.273	3.5524	3.8437	4.4904	4.3262	4.0887	3.8338	3.1522	4.6475	4.2409	4.3328	3.932	3.4797	4.2359	3.8826	3.8275	4.0859	3.9563	4.5128	4.1822	4.6849	4.5182	4.538	4.4024	3.8276	4.2188	4.1658	5.4378	5.7965	5.3631	3.8543	3.8477	3.5441	3.7563	4.128	5.4072	5.2224	5.4465	4.5466	4.1133	3.4211	3.6168	3.4778	3.9235	3.6087	3.8533	3.9396	3.9984	4.5076	3.4715	3.6583	5.1199	4.2574	3.6916	3.8578	3.9682	3.772	4.1524	4.9054	4.2698	4.6723	4.2522	3.819	4.3347	3.5506	3.9843	5.0191	3.8302	5.0133	4.4273	4.6929	4.3232	3.9179	5.4098	3.7857	4.3366	5.046	3.5316	4.9347	3.5126	3.9028	3.9407	4.2965	4.7342	4.6626	4.2729	4.1766	4.8085	5.9014	5.2182	4.645	5.2058	3.7931	3.456	4.1079	4.3114	5.248	4.4413	4.6819	3.3106	4.9734	3.7765	3.2048	3.4389	4.3795	4.0361	3.7277	4.283	4.6393	4.2691	4.352	3.5913	3.5934	4.614	4.7324	3.7293	3.7503
"CTD-2534I21.8"	5.2681	4.3951	4.7714	4.7104	4.3975	4.5167	4.9733	4.2873	4.3187	4.5296	5.195	4.6039	4.4529	4.5043	4.3483	5.1255	4.826	4.4602	4.6694	4.6422	4.9616	4.3507	4.6795	4.4765	4.777	5.1003	4.7842	4.2296	4.1909	4.1629	4.6864	4.4857	4.4495	4.197	4.2559	4.6647	4.5432	4.3399	4.0577	4.4272	4.5007	4.1802	4.4267	4.3878	4.4341	4.5941	4.5915	5.0497	4.4062	4.4392	4.3024	4.7378	4.5486	5.795	4.2369	5.3666	4.4898	4.9347	3.9792	4.7197	4.4174	4.2046	4.6187	4.6015	4.3502	4.7251	5.3649	4.2709	4.3801	4.5762	4.4868	4.1912	4.6398	4.6372	4.7911	4.5013	4.3504	5.0639	4.5569	4.2718	4.994	4.127	4.6324	4.2778	4.675	4.3755	4.4917	4.6234	4.7841	4.4822	4.6856	4.6722	5.1704	4.7894	4.9341	4.5029	4.2403	4.186	4.612	4.2745	4.0358	3.8995	4.3256	4.3794	4.6036	4.9141	5.3497	4.143	4.7644	4.2727	4.1548	4.176	4.7564	4.4087	5.494	4.4993	5.0057	4.1196	4.6468	4.7236	4.3522	4.0434	4.3926	4.588	4.6836	4.8869	4.3052	4.6999	5.1779	4.3426
"CTD-2537I9.16"	5.2131	4.8537	5.4749	5.5383	5.2323	5.6265	6.2114	5.2007	5.7182	5.4564	6.1005	5.4317	5.5809	5.3082	5.4934	5.9231	5.6738	5.3575	5.5718	5.4001	5.4025	5.2107	5.2171	5.1544	5.8351	5.9931	5.6333	5.6085	5.1931	5.0598	5.9708	5.487	5.6669	5.3237	5.4477	5.5817	5.2916	4.8572	4.7696	5.4566	5.4473	4.9192	5.2854	5.5951	5.8962	5.5261	5.4646	6.1135	4.9627	5.5185	5.2241	5.4194	5.5748	6.8603	5.4634	6.0521	5.0663	5.834	5.4342	5.5664	5.5471	4.9496	5.636	5.4689	5.0768	5.3444	6.5201	4.9542	5.3935	5.3807	5.2156	4.9904	5.2763	5.3114	4.9316	5.7359	5.2962	6.1879	5.7887	4.9662	5.3629	5.2146	5.6133	5.1256	5.4919	5.3113	5.5093	5.6382	6.1559	5.6456	5.5287	5.2028	6.4438	5.656	5.7461	5.5447	4.6279	5.2655	5.0585	5.3081	6.1196	4.9484	5.3998	5.2311	5.4858	6.0918	6.0496	5.6007	5.9097	5.3367	5.4634	5.5947	5.6819	5.761	6.3719	5.1453	6.2802	5.3702	5.4999	5.243	5.4748	5.2284	5.3632	5.3738	5.9919	5.8224	4.9995	5.8133	5.6842	5.4301
"CTD-2540F13.2"	3.1486	2.849	2.8636	3.0673	2.9382	3.0264	2.8731	2.589	2.5692	2.8906	2.9445	2.8997	2.8363	2.8262	2.727	3.233	2.9808	2.9446	3.0521	3.0834	2.9233	2.8868	3.0428	3.0845	3.5343	3.0466	2.8237	3.2881	2.7531	3.1337	2.7782	2.7983	2.8459	2.8468	2.8374	3.1615	2.79	3.0669	2.6951	2.8618	3.3088	2.6951	3.025	2.9907	2.7395	2.7924	2.9594	2.9665	3.0769	2.9806	2.9023	3.1631	2.9785	3.2891	2.7703	2.976	3.2295	3.3704	3.0499	2.8652	3.0652	2.8002	2.9638	2.7675	2.902	2.954	2.9384	3.1703	2.915	2.9131	2.5878	3.1627	3.1473	3.6645	2.905	2.8968	2.723	3.1814	3.0427	2.8382	2.7477	2.7733	3.0948	3.03	2.8731	3.1397	2.8192	2.9713	3.1804	3.0034	2.6701	2.9599	3.2116	2.9124	2.8895	2.7081	3.3039	2.8596	2.8517	2.831	2.7637	2.9399	3.1727	2.8943	2.9408	3.0608	2.8597	2.6693	3.0372	2.844	3.3361	2.9605	3.0793	2.877	3.5027	2.6897	3.1879	2.5234	3.0167	3.0371	2.9444	2.4995	2.8063	2.7099	3.1647	3.0251	2.7943	2.9469	3.3496	3.0084
