"ID" "GSM244467"	"GSM244468"	"GSM244469"	"GSM244470"	"GSM244471"	"GSM244472"	"GSM244473"	"GSM244474"	"GSM244475"	"GSM244476"	"GSM244477"	"GSM244478"	"GSM244479"	"GSM244480"	"GSM244481"	"GSM244482"	"GSM244483"	"GSM244484"	"GSM244485"	"GSM244486"	"GSM244487"	"GSM244488"	"GSM244489"	"GSM244490"	"GSM244491"	"GSM244492"	"GSM244493"	"GSM244494"	"GSM244495"	"GSM244496"	"GSM244497"	"GSM244498"	"GSM244499"	"GSM244500"	"GSM244501"	"GSM244502"	"GSM244503"	"GSM244504"	"GSM244505"	"GSM244506"	"GSM244507"	"GSM244508"	"GSM244509"	"GSM244510"	"GSM244511"
"AC010145.3///MYCNUN"	1.2043	1.1447	1.1598	1.226	1.045	0.894	1.093	0.9576	1.1002	1.1315	1.5337	1.3604	1.2623	1.1625	1.224	1.0468	1.1266	0.9909	1.1667	1.1698	1.3848	0.9519	0.8889	0.9994	1.1178	0.8705	1.3207	0.9166	1.3648	1.2636	0.9681	1	2.1272	1.1455	0.9933	1.6945	1.1341	1.0995	1.0503	1.1883	0.9041	1.0903	1.4223	1.2044	1.2901
"AC010145.4"	1.1635	1.4149	1.1127	0.8987	1.3024	1.0763	1.0696	0.9129	1.1174	1.1766	1.0876	1.2864	1.5424	1.2994	1.1124	1.0076	1.3288	0.988	1.3153	0.7897	1.1797	1.1289	0.7648	0.7311	0.9197	0.699	1.0051	1	1.6224	1.3955	1.1783	0.93	2.2178	0.9849	1.2356	1.2948	1.2565	1.1652	0.9309	1.257	0.9622	0.9709	1.143	1.4801	1.0875
"AC010524.4"	1.7444	1.3584	1.1909	0.8646	1.8119	1.5151	1.2141	0.9553	1.2493	1.1729	1.107	1.3849	1.3616	1.3566	1.259	1.1885	1.3932	0.7804	1.4437	0.877	1.2246	1.0023	0.8045	0.8572	1.1347	0.74	1.0084	0.9289	1.2298	0.8801	1.1253	0.893	1.4451	1.5469	1.2721	1.7604	0.8765	1.2128	1.0852	1.1979	0.9143	1.2415	1.2447	1.1913	1.2769
"AC011997.1///BC021693"	0.8709	1.2439	0.9939	1.0376	0.9612	0.9942	1.0569	0.9773	1.2101	0.9612	1.0569	1.0754	0.8963	1.1783	0.8862	0.9932	1.0182	1.094	0.9877	1.2115	1.1735	0.9926	0.9356	0.8647	1.035	1.1422	1.1264	1.0382	1.0549	1.1037	0.8745	0.9941	1.7238	1.1019	0.9322	1.3385	1.1588	1.0246	1.287	1.1776	0.9122	1	0.95	1.4124	1.2804
"AC012360.6"	1.5409	1.3886	1.1699	1.0054	1.3268	1.0583	1.178	0.9295	1.0264	1.1594	1.2365	1.1447	1.3648	1.2157	1.1422	1.3193	1.3294	0.9711	1.2192	1.1664	1.361	0.9156	0.8037	0.8861	1.0305	1.1098	1.1723	1.3983	1.0536	1	0.9485	0.9104	2.4866	0.8429	1.3193	1.7364	1.0991	1.4075	1.5494	1.2445	1.106	0.8811	0.5624	1.0959	1.5413
"AC012499.1"	1.3149	0.936	1.0712	1.0113	1.0381	1.0614	1.0713	0.9562	0.9985	0.9905	1.3608	1.0941	1.2754	1.1664	0.9093	1.0651	1.0171	0.9571	1.0191	1.1331	1.441	1.1992	0.8742	0.8913	0.8084	0.9677	1.2389	1.1497	1.0894	1.2905	0.8525	0.8683	3.015	1.0761	1.4221	1.5557	1.0006	1.1983	1.1895	0.9884	1	0.9386	1.0657	1.3203	1.2583
"AC012531.25"	1.5057	1.0622	0.9018	0.8741	1.2915	1.1933	0.8484	1.056	1.1377	1.0307	1.2305	1.1521	1.4513	0.9726	0.8256	0.8811	1.2937	0.9137	0.9565	0.9688	1.0639	1.1611	0.7604	0.7591	1.2288	0.6626	1.122	1.0705	0.9422	1.0444	0.8252	1.0029	1.1704	0.9427	1.3428	1.4801	1.0503	1.1005	1.0715	0.9965	0.8202	0.7264	1	1.0856	0.9379
"AC013463.2"	1.0194	0.9965	0.9325	0.9292	0.8761	0.9794	1.1512	0.8545	0.8189	1.002	1.2279	1.0897	1.1716	0.9591	1.0514	1.0816	0.8327	0.9456	1.0124	1.0237	1.0077	0.808	0.7616	1	1.1689	0.8737	1.0924	1.0411	1.5691	1.0243	0.9375	0.9419	0.9181	1.1583	1.1903	1.3005	0.8615	1.3916	0.8487	1.1369	1.0083	0.9307	0.8945	1.3092	1.0563
"AC013733.4"	0.9746	1.0577	1.123	1.0048	1.0481	0.9492	0.9819	1.0442	1.0214	0.9847	1.1602	0.9841	1.1571	0.9934	1.0454	1.0581	1.1065	1.0142	1.0346	1.0742	1.2228	0.9738	0.9986	0.949	0.9364	0.9514	1.0623	0.9611	0.9792	1.0542	0.9713	0.9758	1.4222	1.1694	1.0115	1.3732	1.1835	0.9173	1.1602	1.0325	1.1085	1.0741	1.0158	0.9507	1.0956
"AC016831.7"	1.2481	1.2539	2.3567	1.069	1.2911	1.1749	1.8575	1.0537	1.3232	1.3394	1.6182	1.3943	1.9963	1.6187	1.1809	1.2173	1.514	1.0406	1.6239	1.0029	1.3886	0.9925	0.9977	0.946	0.8096	0.7768	1.0121	1	1.2907	1.0325	1.0191	1.0402	1.4427	1.1377	1.1269	1.7298	1.4167	1.1114	1.1323	1.3549	0.9149	1.0897	0.9612	1.0779	1.3018
"AC016999.2"	1.1568	0.9165	0.7843	0.7891	0.9114	0.8846	0.8031	0.9145	1.0735	0.9618	0.9126	0.7218	1.1131	0.9251	0.9394	0.7062	0.8709	0.8248	0.9138	0.8751	1.0676	1.179	0.7631	0.6531	1.3418	1.1161	1.3965	0.9566	1.3743	1.1335	0.7018	1	1.6476	0.5991	1.3197	1.4928	0.7685	1.0903	0.8122	0.9034	1.1766	0.8335	0.8317	0.8703	1.162
"AC017002.2"	0.9488	1.0609	1.2999	0.8952	0.934	1.3888	1.6657	0.9402	0.8101	0.9402	0.8048	1.3817	1.0964	0.862	1.2585	0.9844	1.0452	0.888	0.9597	1.3634	1.0001	0.9569	1.1477	1.001	1.0485	0.8629	0.8289	1.1282	1.0235	1.1048	0.8654	0.992	1.3801	0.977	0.7914	1.385	1.0211	0.8082	1.021	0.9283	0.8746	1.0149	0.7355	1	0.7811
"AC017104.6"	0.9664	0.9063	0.6813	0.5916	0.72	0.893	0.7261	0.881	0.8935	0.9241	1.0079	0.6369	0.7565	0.7353	0.7959	0.9299	0.906	0.7724	0.7174	0.7995	0.8148	0.933	0.9224	1.0271	1.0722	0.9913	1.0092	0.9003	1	1.4562	0.8911	0.973	0.9794	0.5237	1.0098	0.924	0.7091	0.8626	0.5768	0.7388	0.9559	1.0228	1.008	1.1757	1.008
"AC018462.2///BC071802"	1.418	1.0346	1.6046	1.1424	0.9286	1.0968	1.3047	1.1859	1.1287	1.0848	1.5208	1.2382	1.2322	1.1654	1.4042	1.3753	1.5059	1.0111	1.2752	1.0656	0.9589	1	1.0481	0.9554	0.9814	0.9452	1.1274	1.116	0.8853	0.9186	1.1187	1.0488	0.9492	1.4611	1.0824	0.9619	0.9311	0.7999	1.3807	0.9836	1.1392	1.2838	0.9454	0.9708	1.3729
"AC018755.17"	1.2461	0.9035	1.1419	0.8777	0.9668	0.858	0.9434	1.0086	1.0872	1.0073	1.0649	1.084	1.0816	0.9719	1.0827	1.0976	0.919	1.0143	0.9903	1.0772	1.0058	0.9971	1	1.0009	1.0136	0.9415	0.9291	1.0932	1.1689	1.0083	0.9544	1.0225	0.9821	0.9424	0.9919	1.3902	1.0207	0.9756	0.9854	0.9902	0.9014	0.966	1.2161	0.9282	0.8947
"AC018766.6"	1.3949	0.9216	1.0894	1.0121	0.9819	1.0913	0.9997	0.9571	0.9892	0.9396	1.1328	1.029	1.3618	1.0815	1.0592	1.0089	1.2429	1.0255	0.9708	0.9122	1.436	0.9887	1.1313	0.8456	1	0.9525	1.1822	1.0636	1.6621	1.0591	1.1085	0.8102	1.2262	1.3819	0.9918	1.1539	1.0735	1.0476	0.8541	0.7823	0.8419	0.9024	0.8609	1.2299	1.3064
"AC018816.3"	1.2928	0.9752	1.109	0.8902	1.1464	1.1343	1.1354	1.2706	1.1845	1.191	1.1369	1.2802	1.2994	0.9985	0.9459	1.022	1.273	0.9249	1.0086	1.2046	1.0813	0.9813	0.7953	0.9671	0.9831	0.8587	1.0317	1	1.1124	1.1411	0.868	1.1637	1.8182	1.2706	0.965	1.3412	1.3492	0.9943	1.4252	1.0948	0.9208	1.0623	1.1192	1.2403	1.0908
"AC024560.2"	1.2461	1.2396	1.1207	1.0289	1.2194	0.9022	1.0123	1.0121	0.9673	1.2269	0.8062	1.2843	1.3506	1.0619	1.1155	1.1359	0.9464	1.0117	0.9486	1.3013	1.4898	1	1.0192	0.9188	0.8634	0.9877	1.0452	1.2139	1.2843	1.24	0.6927	0.81	1.268	1.3058	1.4924	1.2857	1.1148	1.3307	1.2479	1.1947	1.2479	1.1802	0.9722	0.9716	1.0878
"AC025442.3"	1.1092	1.0628	0.8807	0.737	1.0025	0.8655	0.7144	0.8803	1.0266	0.7956	0.9083	1.0113	1.296	1.0207	0.885	0.8752	1.0717	0.8689	1.0359	0.7109	1.1182	0.995	0.92	0.7829	0.9635	0.8971	0.8661	1.1498	1.1738	1.275	1.021	1.0167	1.7397	0.8766	1.3183	1.2815	1.2059	1.1682	0.9034	1.0986	0.9555	1.0864	1.0249	1.1856	1.0632
"AC064852.4"	0.9639	0.9482	0.9742	0.9287	0.8489	0.8649	1.0015	0.9039	0.8289	0.8952	1.0673	0.9221	0.9831	0.8533	0.8276	1.0149	0.9608	1.0507	1.0042	0.9514	0.9991	0.845	0.9088	1.1279	1	1.1878	1.2055	0.9387	1.0209	0.899	1.1836	1.0376	0.897	0.8859	0.973	1.068	0.8584	0.8625	1.1202	0.9678	1.3547	0.9783	0.9722	0.9837	0.8966
"AC067956.1"	1.36	0.9652	1.0752	0.9871	1.1192	0.8228	0.9385	0.8556	0.8099	0.792	1.0774	0.8939	0.8928	0.9626	0.8577	0.9843	0.8788	0.9138	0.9075	1.0796	0.9882	0.9687	1.0098	0.9624	1.352	0.9639	1.1019	1.0625	0.9229	1.2278	1.43	0.8883	0.9218	0.7423	1.3052	0.9347	0.865	0.8144	0.9453	0.8412	1	0.9426	0.9046	1.3713	1.1194
"AC068138.1"	1.5302	1.1606	0.8607	0.8141	0.9755	1.0155	1.0258	0.923	0.9811	1.0179	1.3062	1.0237	0.9874	1.0256	0.9688	0.9288	1.2166	0.8313	1.0816	0.8928	1.0651	0.983	0.853	1.0827	0.934	1.0539	1.2808	1.0517	0.9823	1.3906	0.7352	1.3777	1.8241	0.7677	1.4816	1.0435	1.0682	0.8221	0.8221	0.9687	1	0.9196	1.1795	0.8801	1.174
"AC069277.2///AF279782"	1.3583	0.9625	1.3995	0.9996	1.1302	1.0174	1.0124	1.0098	1.0597	0.8699	1.054	1.0322	0.8974	0.878	1.0188	1.0671	1.1064	0.9636	1.0508	0.9906	1.1056	0.8987	0.973	1	0.9294	1.2205	1.1145	1.1068	1.7816	0.9611	0.9866	1.1056	1.1648	0.8825	1.0127	1.0522	0.9184	1.2369	0.7899	0.8392	1.0876	0.9239	0.9352	1.1883	1.144
"AC073283.7"	0.6103	0.9305	0.886	1.0186	0.7367	0.8304	0.8198	0.6394	0.8145	0.7052	0.8244	0.7387	0.7646	0.5646	0.6287	0.7478	0.5954	0.7087	0.6893	0.9987	0.6933	1.0057	1.0113	1	1.1444	0.8192	0.978	0.7404	1.0091	1.1305	0.8602	0.8596	0.3982	0.6507	0.8214	0.6769	0.5813	0.6729	0.9029	0.5886	1.2922	0.7972	1.0727	0.9681	0.5879
"AC073321.4"	1.5769	1.1474	1.3866	0.859	1.3159	1.1716	1.1085	1.0588	1.0747	1.0943	1.2525	1.303	1.0391	1.0007	1.0849	1.0557	1.341	1.3971	1.2623	1.022	1.1997	1.0796	0.9685	0.8969	0.9774	1.0816	0.8409	1.0514	1.2982	1.3144	1	0.9338	1.1366	1.1058	1.1838	1.2658	1.2915	0.8538	1.5888	0.8384	1.087	0.9472	0.806	1.0677	0.9833
"AC074212.6"	1.0466	0.751	0.7139	0.5081	0.9187	0.704	0.5711	0.598	0.7255	0.5878	0.5494	0.7412	0.8223	0.7095	0.6031	0.638	0.7059	0.5587	0.7117	0.6358	0.8182	1.3911	0.9645	0.8277	1.4488	1.1605	0.9366	0.8064	1.2455	1.6084	1.0498	1.0005	0.8661	0.7133	1.1632	1.1978	0.6357	1.133	0.4943	0.8999	0.9914	0.9677	0.9875	1.0643	0.7861
"AC078842.4///AK094915"	1.2488	1.2905	1.238	1.233	1.1935	1.1444	1.4217	1.1199	0.992	1.1751	1.4627	1.3797	1.2506	1.1521	1.2477	1.2078	1.924	1.025	1.276	1.0123	1.1479	1.0129	1	0.9636	0.947	0.9108	0.9161	1.2182	1.2539	0.9626	1.1155	1.0791	2.5018	1.2365	1.2769	1.5081	1.241	1.0831	1.8907	0.9943	0.9569	1.174	0.9967	1.0667	1.1295
"AC078883.3///AC078883.4"	1.2678	1.0412	1.0615	0.822	1.1505	0.9248	0.8547	0.7167	1.19	0.9097	1.1236	0.7138	0.9441	0.8383	0.7669	1.0344	0.976	0.7871	1.1349	0.73	0.8976	0.9249	0.8507	0.8581	1.0341	0.8928	1.224	1	0.9239	1.2067	1.3096	1.0341	1.8578	0.825	1.4926	1.0121	0.8346	1.1058	0.8479	0.7536	1.0022	0.9645	1.6088	0.8891	0.8017
"AC079305.10"	0.9712	1.0864	1.0042	1.0092	1.4507	0.966	1.2485	0.9136	1.0154	0.9397	0.8956	1.0592	1.0566	0.9948	0.9612	1.0981	1.1414	0.8386	0.9854	1.2166	1.1331	1.0126	0.9214	0.88	0.973	0.8209	0.9719	0.7792	1.4116	1.3892	1.0479	1	1.5478	1.1962	0.8969	1.366	0.9839	1.276	0.9991	1.3934	0.9701	1.0174	1.0304	1.0365	0.9824
"AC079767.4"	0.6322	0.5532	0.6164	0.5406	0.451	0.5551	0.6486	1.7656	1.0729	0.7572	0.4018	0.9042	0.2553	0.8398	0.562	1.1411	0.1503	1.3638	0.3908	0.9283	0.3872	0.391	0.8756	0.722	1.0768	1.7534	1.1182	0.9423	0.4054	0.9505	1.5835	0.931	0.6686	0.3788	0.6352	0.3324	0.3117	0.3407	1.1821	0.1466	1.8586	1	1.1633	1.6507	1.6355
"AC079807.4"	1.3906	1.4762	1.4517	1.0149	1.4293	1.0922	1.3207	1.261	1.2328	1.2319	1.3488	1.1628	1.3385	1.441	1.1348	1.5413	1.2875	0.9871	1.1586	1.1064	2.3298	1.1805	0.9295	0.951	0.9504	0.8634	0.9272	0.8724	1.3435	1.5061	1.0154	0.9779	2.531	1.7654	1.1931	1.3504	1.2879	1.4268	1.4689	1.625	1	1.1039	1.6378	1.1671	1.6189
"AC083843.1"	0.9022	1.0716	0.855	1.3126	1.015	1.154	1.1036	1.5212	1.2148	1.1847	1.0741	1.113	0.9989	1.1138	1.0194	0.9723	1.0136	1.1719	0.9507	1.3177	0.902	0.864	1.1053	1.0404	0.9493	1.2894	0.903	1.0758	0.8391	0.736	0.9677	1.0249	0.986	0.8904	0.7478	0.8737	0.9161	1.1219	1.0856	1.0037	1.0815	1.1038	1.0772	0.9854	1.0367
"AC083949.1"	4.78	1.9126	5.0742	1.7138	1.7677	1.2339	3.8137	2.8439	1.4014	2.0282	1.1898	4.5894	2.3812	1.4741	1.4781	2.6266	1.798	2.3427	1.7595	1.2632	2.2111	0.9208	1.1338	0.8919	1.0301	1.5721	1	0.8917	1.1074	0.8611	1.2076	1.1655	4.1509	13.6652	1.2988	1.2208	1.8529	1.0006	5.3428	0.9468	0.9955	0.8905	1.0036	0.9239	1.8746
"AC087501.1"	0.8413	1.0417	0.9869	0.8201	0.8474	0.7175	0.8699	0.9083	0.8495	0.7042	0.8248	0.8474	0.8708	0.828	0.7693	0.9453	0.8671	0.8546	0.7512	0.9478	0.8971	0.8923	0.8407	0.9749	0.8785	0.8723	1.0016	0.9537	1	1.1744	1.0129	0.8921	0.8666	0.9553	0.8444	0.9079	1.0083	1.0594	0.8476	0.7689	1.0702	1.0325	1.1819	1.0575	0.9643
"AC090627.1"	0.9244	1.3512	0.9079	0.8566	0.7488	0.9122	0.9109	0.9452	0.8976	0.8966	1.7389	1.1773	0.9685	0.729	0.7598	1.0414	1.2407	1.1628	1.0229	0.9544	0.8941	1.0326	0.9742	0.984	1.0013	1.3205	0.9871	0.8969	1.2528	1.0755	1.0253	0.9626	0.7893	1.229	0.9463	0.8873	1.2263	0.8293	1.2328	0.8843	0.9026	1.0198	1	0.9426	1.1647
"AC091133.1"	1.4077	0.9528	1.236	1.2078	0.9071	1.0588	0.8727	1.2568	0.9504	0.9738	0.8586	1.4636	0.8082	0.9005	1.0965	1.1642	0.9204	0.9355	0.8918	1.0145	0.736	0.9933	1.0984	1.0649	1.0594	0.9286	0.9677	0.9575	0.8474	0.9162	1	0.9681	0.7923	1.0417	0.8411	0.9344	0.9564	0.6673	1.4906	0.6747	1.3232	1.1202	1.0302	1.0129	0.663
"AC091633.3"	0.7829	0.818	0.8503	0.727	0.7322	0.867	0.876	1.0105	0.7342	0.8579	0.8773	0.7829	0.7574	0.7988	0.687	0.7849	0.7772	0.8681	0.7827	0.8509	0.7709	1.0304	1.1419	0.9182	1	1.0343	1.0325	0.8586	1.2926	0.7978	0.9376	1.0667	0.701	0.7695	0.7265	0.7322	0.8272	0.7894	0.8771	0.7817	1.0951	0.9736	0.9087	0.8226	0.9111
"AC092155.4///BC038779"	1.1457	1.565	1.1106	0.8869	0.9774	0.9535	0.9886	0.882	1.0022	1.1625	1.7369	1.3299	1.4736	1.0645	1.1207	1.3305	1.0048	1.1249	1.0082	0.877	1.2439	1.0331	0.902	0.951	1.1521	1	1.0662	1.2682	0.8311	0.8356	0.8829	1.0999	0.9478	1.0427	1.1517	1.5371	1.2127	1.0158	1.123	0.8873	0.8242	1.2409	0.9915	1.1392	1.3307
"AC092620.2"	2.1833	3.9079	11.7534	1.5842	1.8589	4.3428	9.5244	12.1565	3.8142	5.0039	6.7916	4.9676	3.6766	4.8839	3.4258	6.7798	3.0765	5.526	3.5952	6.6587	1.7806	0.7407	0.8293	0.4939	0.7725	0.5473	2.5116	1.3478	0.8965	0.4552	1.3188	1.5184	0.8203	6.5817	2.1706	1.8395	3.4433	0.4953	3.1407	1.2773	1.5035	2.4266	1	1.1549	3.8076
"AC092660.1"	1.4628	1.2739	1.037	0.9161	1.0265	0.9104	1.0323	1.1068	1.0105	1.0751	1.4233	1.1591	1.3817	1.202	1.1557	0.9013	1.4354	0.8536	0.9692	1.0976	0.9603	1.0842	0.9515	1.1579	0.8534	0.9503	0.9843	1.2025	1.2169	1	0.9893	0.9241	1.2592	1.3571	1.2164	1.404	1.1194	1.0856	1.1026	1.3356	0.9225	1.0609	1.305	1.0319	1.2046
"AC092667.2"	0.9039	1.0881	1.0701	1.0876	0.9902	0.9089	1.0715	1.0004	1.0381	1.2152	1.1804	1.0438	0.9833	1.1828	1.0244	1.0804	1.1371	1.0946	1.0903	0.9511	1.0183	0.8848	0.861	1.0776	0.9302	1.0028	1.0238	1.0849	0.9338	1.1594	0.9684	1	0.8926	1.0316	0.9632	0.9367	0.9496	1.0206	1.014	0.9711	0.9962	1.0586	0.9012	1.0676	0.9041
"AC099684.1///BC040634"	1.1118	1.0335	1.0721	1.032	0.9903	0.9512	0.928	0.7609	0.9013	0.8745	0.7472	0.819	1.1828	0.8166	1.0464	1.0555	0.9037	0.992	0.9341	1.122	1.0763	0.9985	0.9576	0.9232	1.1713	1.2673	0.9638	1.0609	1.1134	1.1487	1.1194	0.9984	0.9869	1.0092	1.073	1.2519	0.984	1.0082	0.8733	0.921	1.1074	0.9088	1	0.9756	0.9364
"AC099850.1///BC017255"	0.8626	1.0444	1.2539	1.3402	1.2025	1.299	1.0536	1.0132	1.027	1.079	0.9105	1.0023	0.9804	0.9617	0.9739	1.3398	1.1917	1.0542	1.0378	1.1397	0.8783	0.7804	1.086	0.8823	1.104	0.9026	1	0.9412	1.0478	1.1761	0.9485	0.9773	0.7878	0.9965	0.917	1.011	1.0082	0.8997	1.0865	0.969	0.9961	1.0191	1.0782	1.2392	0.9694
"AC100830.4"	0.8641	1.3075	1.029	1.1576	0.9338	1.2306	1.2454	1.199	0.9434	1.2078	0.8611	1.1061	0.8106	1.3066	0.9681	1.0173	1.1292	0.9272	1.1161	1.0482	0.7424	0.8179	1.1852	1.0346	1	1.0763	0.9071	0.8856	0.7491	0.9256	1.0649	0.8668	0.9412	0.8523	0.7135	1.0708	1.2274	0.849	1.0476	0.8843	1.0525	1.049	1.6684	0.8541	0.7618
"AC104667.3"	0.9839	0.7711	1.0623	0.9291	0.955	0.9091	0.8806	0.8891	0.9954	0.9859	0.9892	0.9374	1.1852	1.1694	1.0798	0.9685	1.0146	0.9909	1.0228	0.5669	1.1526	1.0603	0.9052	1.0032	0.929	0.8335	0.9292	0.9543	1.4902	1.1116	1	1.0071	1.1598	0.9468	0.9402	1.2817	1.0076	1.0364	0.9356	1.0685	0.9424	1.0763	0.9847	1.3146	1.0832
"AC106801.1"	1.3121	1.6203	0.9907	0.9967	1.5946	1.2851	1.3406	1.0992	1.7364	1.1024	2.085	0.9784	1.4012	1.3644	1.4087	1.0743	1.3268	1.1076	1.1976	0.9985	1.3192	1.13	0.8044	0.8381	1.0802	0.8341	1	0.8546	0.936	1.0514	1.0007	1.1166	2.2972	1.0083	1.9442	1.7251	0.9854	1.2023	0.918	1.2669	0.8439	0.8853	1.1793	1.148	1.9558
"AC108056.1"	1.578	1.4014	1.1667	1.1338	1.12	1.3005	1.3073	1.0082	1.3159	0.9564	1.3031	1.5655	1.4596	1.2963	1.3188	0.9529	1.2545	1.2301	1.0895	1.1077	1.7626	1.05	1	1.0583	0.9356	1.0267	1.0475	1.0052	0.9671	0.9566	1.005	0.9342	2.7709	1.0244	1.2605	1.4157	1.2071	1.1867	1.2933	1.2915	0.955	0.7491	1.1114	0.9929	1.0929
"AC114730.11"	1.0834	0.9955	0.9265	1.1672	0.9653	0.9394	0.8979	0.9621	1.0964	1.006	0.8424	0.9823	1.0582	1.1341	1.0033	1.074	0.8652	0.9417	0.7331	1.0023	1.1532	1	0.951	0.8698	0.9265	1.1093	0.8685	1.0834	1.0943	1.2819	1.2697	0.7577	1.2058	1.0485	1.0174	1.4138	0.9295	1.1215	1.0845	1.0222	0.977	0.8792	1.1166	1.6021	1.2208
"AC114752.3"	1.0091	1.1368	0.9839	1.1524	1.0491	0.9536	0.8884	0.9472	1.0093	1.0507	1.0868	1.0548	1.0023	0.991	0.9667	0.9725	1.419	0.9883	0.9961	0.8535	1.0408	1.0959	0.9417	0.9205	0.7881	1.0801	1	1.1215	1.4619	1.4423	0.9685	0.8974	2.4234	1.0687	1.1475	1.3001	1.04	1.094	0.8422	1.2051	0.8041	0.9962	1.1708	1.1419	1.283
"AC124997.1"	0.7445	1.0995	1.0733	0.8165	0.8163	0.8676	0.9413	0.8847	0.8458	0.8983	0.8875	1.0121	1.0338	0.9041	0.9348	0.8988	0.9347	0.8754	0.8574	1.0164	0.8883	0.9804	1.0004	1.0994	0.9492	1.1479	0.9374	0.9596	1	1.3414	0.9417	0.9287	0.9062	0.9905	0.8891	0.9363	1.0562	0.8805	0.9364	0.9387	1.0625	1.2011	0.9952	1.0609	0.8436
"AC139100.2///PARD6G-AS1"	1.0905	1.1085	1.284	1.2116	1.1168	0.903	1.3449	1.073	0.7801	1.444	1.4572	1.1888	1.0794	0.9338	1.1637	0.983	1.0511	0.9438	0.8914	1.021	1.4852	1.1131	0.774	0.8367	1	1.0069	0.9667	1.0262	0.9471	1.0693	0.9691	0.9476	1.149	1.2065	1.0526	1.1654	0.9374	0.8384	1.2185	0.8013	1.007	1.0994	1.0612	0.9946	1.1686
"AC139100.3"	0.9702	0.9766	0.9152	1.0554	0.9423	0.8673	0.9705	1.0241	1.0142	1.0396	1.1267	1.1236	1.2141	0.9305	1.1089	1.0284	0.985	0.9067	0.8852	0.8451	1.1761	1.0986	0.8071	0.8838	0.7427	1	1.0361	1.1608	2.0203	1.4827	0.9554	0.9983	1.6312	1.1011	1.4509	1.3263	1.031	1.1307	1.0253	1.0016	0.8926	1.5413	0.7427	1.052	1.5707
"AC141928.1"	1.1087	0.8844	0.8681	0.7186	0.901	0.8369	0.9277	0.8345	0.8477	0.9004	0.993	0.8663	0.9595	0.8256	0.8767	0.8363	1.1269	0.8535	0.863	0.7485	0.7881	1.2016	0.811	0.9276	1.1115	0.9038	0.9526	1.0557	1.3306	1.308	0.9109	1.0428	0.9755	0.6837	1.1331	1.1559	0.9118	0.8751	0.8135	0.8893	0.922	0.9607	0.9735	1.2854	0.835
"AC144652.1"	0.9504	1.0765	0.8546	1.0095	1.1114	0.988	0.7195	0.7604	1.0139	0.616	0.8138	0.6874	0.6895	0.7788	0.7495	0.886	0.878	0.9767	0.6829	0.9229	0.8634	1.0117	1.3737	0.8094	1.0186	0.69	0.8409	0.9186	1.096	1.6028	1.2071	0.8327	0.9557	0.8222	0.6996	0.8219	0.7186	1.271	0.9677	1.1205	0.959	0.8834	1.0708	1	0.6967
"AC145343.2"	1.1689	1.0447	0.6781	0.9583	1.1727	0.8217	0.6716	0.6298	0.792	0.8059	0.869	0.7507	0.7821	0.7701	0.7157	0.607	0.9345	0.5593	0.9511	0.5704	0.9894	1.3301	1	0.7121	1.0801	0.7362	0.8654	1.0643	1.7967	1.1935	0.8884	0.7284	1.1568	0.8395	1.1833	1.1042	0.6994	0.9668	0.7588	1.0568	0.812	1.0152	0.9793	1.1874	0.908
"ACAD11///NPHP3///NPHP3-ACAD11"	0.6108	0.9059	0.6374	1.1512	0.8914	0.8908	0.7516	0.9661	0.7651	0.9907	0.641	0.7771	0.7607	0.8178	0.6688	0.9489	0.6643	0.7149	0.8457	0.7793	0.6605	0.8874	1.1494	1.05	0.8621	1.5039	0.9221	1.0307	0.6473	1.0536	0.7722	0.9333	0.5742	0.9423	0.8785	0.6946	0.5362	0.7966	0.8026	0.9884	1	1.1997	1.1156	0.8714	0.3784
"ACBD5"	0.6637	0.6105	0.6961	1.2519	0.8178	0.9717	2.1852	0.9382	0.9163	0.7765	1.1774	1.4338	0.5837	0.8764	0.9159	0.7486	1.2723	1.1692	1.2161	1.5286	1.102	0.7674	1.166	1.0309	0.7969	1.1982	0.9421	1.1132	0.9022	0.7626	0.9288	1.094	0.6502	1.1321	0.5154	0.7395	1.4234	0.8573	0.8448	0.941	1.1881	1.1584	1.0327	0.969	0.6756
"ACKR2"	1.1126	1.1745	1.1419	0.8826	1.0626	1.0409	1.0763	0.9597	0.8681	1.2474	0.9317	1.1034	0.9366	1.0343	1.0149	0.8826	1.1527	0.8575	0.9547	1.0042	1.3098	1.0405	1.0542	0.7779	1.0111	0.9387	1	0.9836	1.1156	1.0261	0.8966	1.0055	1.5748	1.0179	1.1137	1.4194	1.0623	1.0022	1.0073	0.9383	0.7988	1.068	0.7754	0.9182	1.1747
"ACTA2-AS1"	1.0155	0.8893	1.2947	1.0488	1.076	0.967	1.2256	0.9591	0.9714	0.9936	1.1298	0.9582	1.1872	0.9746	1.0341	0.9467	1.2046	0.9383	1.1562	0.9501	0.9959	1.1512	0.8555	0.7577	0.87	1.0335	0.824	1.0794	1.1708	1.0344	0.9977	1.2212	0.8085	1.2634	1.3295	1.0816	1.1358	0.95	1.0272	1.0403	0.9659	1.3541	0.9176	1	0.9318
